"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","mitotic spindle organization (GO:0007052)","14/157",1.96571677538605e-05,0.00440706644750977,0,0,4.19055558128406,45.4133379501779,"RANBP2;CENPU;KIF23;KNL1;KIF11;SMC3;CKAP5;TPX2;CENPE;KIF18A;CENPF;STAG2;SPDL1;DLGAP5"
"12","regulation of rRNA processing (GO:2000232)","5/16",2.3985265288504e-05,0.00440706644750977,0,0,19.207005116096,204.32548148087,"HEATR1;WDR75;RIOK2;RIOK1;WDR43"
"13","positive regulation of cell cycle process (GO:0090068)","11/101",2.40083396626457e-05,0.00440706644750977,0,0,5.21133040935672,55.4334911733307,"GEN1;PLK4;CEP295;TPR;ATRX;NUSAP1;PHIP;KIF23;IGF1;KIF20B;ECT2"
"14","regulation of telomere maintenance (GO:0032204)","6/26",2.42909174272192e-05,0.00440706644750977,0,0,12.6982646420824,134.924243297125,"SMG1;RAD50;DHX36;ATRX;NBN;GNL3"
"15","rRNA metabolic process (GO:0016072)","14/162",2.79528809403253e-05,0.00454434053689753,0,0,4.04793866714397,42.4425976150146,"NOP58;DIS3;KRR1;WDR3;HEATR1;DDX10;WDR75;NOL8;DDX52;WDR43;XRN1;ESF1;MTREX;UTP20"
"16","regulation of cell cycle G2/M phase transition (GO:1902749)","10/85",2.86257671615592e-05,0.00454434053689753,0,0,5.67702407002188,59.3885029130407,"PLK4;TPX2;PCM1;HSP90AA1;CENPF;AKAP9;CDK1;CCP110;CEP290;CKAP5"
"17","mitotic chromosome condensation (GO:0007076)","6/27",3.06188704030499e-05,0.0045748194602204,0,0,12.092965602727,125.693003336736,"NUSAP1;CDK1;NCAPG;SMC4;SMC2;TTN"
"18","regulation of mitotic cell cycle phase transition (GO:1901990)","15/188",3.73018743215441e-05,0.00526370893204011,0,0,3.71374494859072,37.8670777503614,"PLK4;HSP90AA1;CCP110;CKAP5;ANLN;TPX2;CENPE;PCM1;CENPF;AKAP9;PSME4;CDK1;PSMD1;RIOK2;CEP290"
"19","regulation of G2/M transition of mitotic cell cycle (GO:0010389)","13/149",4.86425229084441e-05,0.00650273727302357,0,0,4.08397577092511,40.5580142373605,"PLK4;USP47;HSP90AA1;CCP110;CKAP5;TPX2;PCM1;CENPF;AKAP9;PSME4;CDK1;PSMD1;CEP290"
"20","chromosome condensation (GO:0030261)","7/45",7.61927755424277e-05,0.00967648249388831,0,0,7.80692219679634,74.027140447991,"TOP2A;NUSAP1;CDK1;NCAPG;SMC4;SMC2;TTN"
"21","regulation of intracellular protein transport (GO:0033157)","6/32",8.49102852410466e-05,0.00978214220602212,0,0,9.76489237443684,91.535274291574,"PCM1;ICE1;TPR;GCC2;KIF20B;CEP290"
"22","transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","23/404",8.55355767156698e-05,0.00978214220602212,0,0,2.60395828899766,24.3901788565415,"EPHA4;HSP90AA1;ANGPT2;ROCK1;ROCK2;FRS2;IGF1;IDE;SULF1;PIK3C2A;SETX;AHI1;FGF7;FER;POLR2B;PDGFD;PHIP;ROS1;MET;ATP6V1D;ANGPTL1;FRK;ATP6V1C1"
"23","double-strand break repair via homologous recombination (GO:0000724)","10/97",8.97068467863999e-05,0.00978214220602212,0,0,4.89096808269826,45.5787528563523,"GEN1;NIPBL;WRN;RAD50;MCM8;RECQL;RBBP8;SMC5;SMC6;NBN"
"24","recombinational repair (GO:0000725)","9/79",9.24296901356421e-05,0.00978214220602212,0,0,5.46372426699938,50.7528751559816,"GEN1;WRN;RAD50;MCM8;RECQL;RBBP8;SMC5;SMC6;NBN"
"25","DNA metabolic process (GO:0006259)","18/277",9.76356664419309e-05,0.00983600850197479,0,0,2.98330911248506,27.5486749659291,"TOP2A;GEN1;TOP2B;RFC1;MCM8;RECQL;DDX21;NOC3L;WRN;RAD50;CHEK1;PSME4;CDK1;RBBP8;NBN;POLK;TOPBP1;TOP1"
"26","mitotic G2 DNA damage checkpoint signaling (GO:0007095)","6/33",0.000101749611196558,0.00983600850197479,0,0,9.40274765003615,86.43941734981,"TAOK3;CHEK1;CDK1;BRCC3;NBN;TOPBP1"
"27","positive regulation of DNA metabolic process (GO:0051054)","8/63",0.000104555995887134,0.00983600850197479,0,0,6.17246979599921,56.5755482549057,"WRN;RAD50;DHX9;ATRX;DHX36;NBN;BRCC3;GNL3"
"28","maturation of SSU-rRNA (GO:0030490)","6/35",0.000143343906223819,0.0130033400645893,0,0,8.75338469593837,77.4697643699345,"WDR3;HEATR1;RIOK2;SRFBP1;RIOK1;DDX52"
"29","regulation of mRNA processing (GO:0050684)","6/36",0.000168652887151819,0.0145407344211477,0,0,8.46117136659436,73.5078466868284,"SLTM;DHX9;CWC22;LARP7;IWS1;SRPK1"
"30","DNA duplex unwinding (GO:0032508)","7/51",0.000172322653716915,0.0145407344211477,0,0,6.74026679841897,58.412108820511,"WRN;RAD50;DHX9;DDX1;RECQL;NBN;ASCC3"
"31","regulation of mRNA metabolic process (GO:1903311)","4/13",0.000177465656321094,0.0145407344211477,0,0,18.7415406767459,161.865691328943,"SLTM;DHX9;IWS1;SRPK1"
"32","regulation of cell cycle process (GO:0010564)","10/106",0.00018859904460716,0.014927364831396,0,0,4.43038840262582,37.9945114300772,"PLK4;CHEK1;CCP110;TXLNG;PRPF40A;KIF20A;KIF11;MKI67;KIF20B;ECT2"
"33","centromere complex assembly (GO:0034508)","6/37",0.000197365308866346,0.014927364831396,0,0,8.18781051011126,69.8457424458938,"CENPU;CENPE;CENPF;MIS18BP1;KNL1;DLGAP5"
"34","positive regulation of protein transport (GO:0051222)","8/69",0.00019981511979034,0.014927364831396,0,0,5.56362727240259,47.3916337255418,"PCM1;ICE1;TPR;IGF1;DNM1L;KIF20B;CEP290;TTN"
"35","microtubule cytoskeleton organization involved in mitosis (GO:1902850)","11/128",0.000209356560663083,0.0151933046881209,0,0,4.00314889788574,33.9125627103647,"RANBP2;CENPU;CENPE;KIF18A;CENPF;NUSAP1;KNL1;KIF11;SPDL1;CKAP5;DLGAP5"
"36","ncRNA processing (GO:0034470)","14/201",0.000281993636063981,0.0198962176556253,0,0,3.19727072044953,26.1332952637318,"NOP58;TUT7;DIS3;KRR1;WDR3;HEATR1;DDX10;WDR75;NOL8;DDX52;WDR43;ESF1;MTREX;UTP20"
"37","ribosomal small subunit biogenesis (GO:0042274)","6/40",0.000307163521640591,0.0210863606747865,0,0,7.46420824295011,60.3714889180213,"LTV1;WDR3;RIOK2;SRFBP1;RIOK1;DDX52"
"38","mitotic nuclear division (GO:0140014)","8/74",0.000325410847774425,0.0212613054077949,0,0,5.14081996434938,41.282953878539,"EPS8;TPX2;KIF18A;STAG2;NUSAP1;KIF11;SMC3;SMC4"
"39","mitotic recombination (GO:0006312)","4/15",0.000326453114529135,0.0212613054077949,0,0,15.3324170430002,123.076749435283,"GEN1;RAD50;SMC5;SMC6"
"40","ciliary basal body-plasma membrane docking (GO:0097711)","9/95",0.000380053239735232,0.0241333807231873,0,0,4.44356149080938,34.993931944191,"PLK4;AHI1;PCM1;HSP90AA1;AKAP9;CDK1;CCP110;CEP290;CKAP5"
"41","regulation of myosin-light-chain-phosphatase activity (GO:0035507)","3/7",0.000412801406103577,0.0243840830582113,0,0,31.5662715517241,245.981558011257,"PPP1R12A;ROCK1;ROCK2"
"42","G-quadruplex DNA unwinding (GO:0044806)","3/7",0.000412801406103577,0.0243840830582113,0,0,31.5662715517241,245.981558011257,"WRN;DHX9;DHX36"
"43","protein localization to cytoplasmic stress granule (GO:1903608)","3/7",0.000412801406103577,0.0243840830582113,0,0,31.5662715517241,245.981558011257,"DDX3X;DHX9;DDX1"
"44","double-strand break repair (GO:0006302)","12/164",0.000486186453912119,0.0280662180212905,0,0,3.36281087333719,25.654609604785,"GEN1;SETX;WRN;RAD50;MCM8;DDX1;RECQL;RBBP8;SMC5;SMC6;NBN;BRCC3"
"45","mitotic G2/M transition checkpoint (GO:0044818)","6/45",0.00059076430481249,0.0326204637874723,0,0,6.50558985483064,48.363162781982,"TAOK3;CHEK1;CDK1;BRCC3;NBN;TOPBP1"
"46","positive regulation of RNA metabolic process (GO:0051254)","6/45",0.00059076430481249,0.0326204637874723,0,0,6.50558985483064,48.363162781982,"SETX;HEATR1;WDR75;RIOK2;RIOK1;WDR43"
"47","RNA secondary structure unwinding (GO:0010501)","3/8",0.00064904296162392,0.0350759387771225,0,0,25.251724137931,185.347949274297,"DDX3X;DHX9;DHX36"
"48","DNA repair (GO:0006281)","17/298",0.000683775831161517,0.0361831377322969,0,0,2.58824831949387,18.8628442659855,"FANCI;USP47;ERCC6L2;DDX1;RECQL;BRCC3;SETX;WRN;RAD50;CHEK1;PSME4;CDK1;RBBP8;NBN;POLK;TOPBP1;ASCC3"
"49","positive regulation of telomere maintenance (GO:0032206)","5/32",0.000812726870000466,0.0421291071387997,0,0,7.81866281866282,55.6306886828987,"RAD50;DHX36;ATRX;NBN;GNL3"
"50","endomembrane system organization (GO:0010256)","13/199",0.000841094885958781,0.0427276202067061,0,0,2.97843541281796,21.0897235775757,"USP8;LRRK2;DNAJC13;HOOK3;LYSMD3;SYNE1;ARHGAP21;GOLGA5;HOOK1;GOLGB1;TRIP11;DNM1L;BLZF1"
"51","cytoplasmic translational initiation (GO:0002183)","4/19",0.000860810092605822,0.042845783495182,0,0,11.2414686825054,79.338201305399,"EIF5;DHX29;EIF2S2;EIF3A"
"52","DNA-dependent DNA replication (GO:0006261)","10/129",0.00090598757606308,0.042845783495182,0,0,3.56986558299469,25.012209534216,"WRN;RFC1;MCM8;PSME4;RECQL;PSMD1;DDX21;TOPBP1;BAZ1A;NOC3L"
"53","positive regulation of Wnt signaling pathway (GO:0030177)","11/153",0.000954880015037472,0.042845783495182,0,0,3.29412218927601,22.9070781973273,"USP8;USP47;DDX3X;LRRK2;PSME4;UBR5;USP34;PSMD1;RSPO3;SULF1;TLR2"
"54","regulation of endothelial cell development (GO:1901550)","3/9",0.000956721778248491,0.042845783495182,0,0,21.042025862069,146.284120270045,"PPP1R12A;ROCK1;ROCK2"
"55","DNA topological change (GO:0006265)","3/9",0.000956721778248491,0.042845783495182,0,0,21.042025862069,146.284120270045,"TOP2A;TOP2B;TOP1"
"56","kinetochore assembly (GO:0051382)","3/9",0.000956721778248491,0.042845783495182,0,0,21.042025862069,146.284120270045,"CENPE;CENPF;DLGAP5"
"57","Golgi organization (GO:0007030)","10/130",0.000961499865836762,0.042845783495182,0,0,3.53993435448578,24.5919810685003,"ARHGAP21;GOLGA5;GOLGB1;LRRK2;CDK1;TRIP11;GCC2;LYSMD3;BLZF1;SYNE1"
"58","positive regulation of protein localization to nucleus (GO:1900182)","7/68",0.0010270479363707,0.0449776165238204,0,0,4.8575908766928,33.4254066927255,"TPR;UBR5;CDK1;LARP7;ECT2;CCT5;IPO5"
"59","positive regulation of interferon-alpha production (GO:0032727)","4/20",0.00105631200398331,0.0454751269511461,0,0,10.5383369330454,72.2189245461277,"DDX3X;DHX9;DHX36;HSPD1"
"60","sister chromatid segregation (GO:0000819)","5/34",0.00108081762040728,0.0457546125972416,0,0,7.27869831318107,49.7137821997381,"TOP2A;TOP2B;KIF18A;NUSAP1;SMC4"
"61","negative regulation of translation (GO:0017148)","8/90",0.00121080964074255,0.050417319466985,0,0,4.13433232371539,27.7681025616559,"FXR1;DDX3X;ROCK1;EPRS1;ROCK2;NCL;DHX36;TPR"
"62","B cell homeostasis (GO:0001782)","3/10",0.00134312783087491,0.0538214930024381,0,0,18.0350985221675,119.261673191329,"DOCK10;DOCK11;GAPT"
"63","formation of translation preinitiation complex (GO:0001731)","3/10",0.00134312783087491,0.0538214930024381,0,0,18.0350985221675,119.261673191329,"EIF5;DHX29;EIF2S2"
"64","ribonucleoprotein complex assembly (GO:0022618)","10/136",0.00135613210714805,0.0538214930024381,0,0,3.37032405960196,22.2546497221063,"SETX;HSP90AA1;EIF5;DHX9;DDX1;DHX29;EIF2S2;SF3B1;EIF3A;SRPK1"
"65","protein phosphorylation (GO:0006468)","23/496",0.00150537233268576,0.0588253188464896,0,0,2.08740452926499,13.5654471551385,"PLK4;EPHA4;SMG1;USP15;ROCK1;ROCK2;LRRK2;IRAK3;DCLK1;SRPK1;FER;SLK;TAOK3;COPS2;CHEK1;CDK1;STK38L;RIOK2;TOP1;MAPK6;ROS1;FRK;TLR2"
"66","regulation of protein phosphorylation (GO:0001932)","15/266",0.00155349293502481,0.0595302566541024,0,0,2.54936008179671,16.4873474005466,"HSP90AA1;ROCK2;LRRK2;TWF1;PTPN13;TTN;FXR1;CCDC88A;FGF7;FER;IBTK;RB1CC1;DNAJC10;PHIP;ECT2"
"67","cytoplasmic microtubule organization (GO:0031122)","6/54",0.00157028629756884,0.0595302566541024,0,0,5.28335140997831,34.1119442249929,"CCDC88A;PCM1;SLK;DST;HOOK1;HOOK3"
"68","telomere maintenance via recombination (GO:0000722)","3/11",0.0018149247800112,0.0653470354123601,0,0,15.7799030172414,99.5981914868951,"RAD50;SMC5;SMC6"
"69","cytoskeleton-dependent intracellular transport (GO:0030705)","4/23",0.00182662973003054,0.0653470354123601,0,0,8.87302489485052,55.9469302568632,"CCDC88A;HOOK1;KIF5B;HOOK3"
"70","positive regulation of protein autophosphorylation (GO:0031954)","4/23",0.00182662973003054,0.0653470354123601,0,0,8.87302489485052,55.9469302568632,"RAD50;DDX3X;PDGFD;NBN"
"71","positive regulation of transcription by RNA polymerase I (GO:0045943)","4/23",0.00182662973003054,0.0653470354123601,0,0,8.87302489485052,55.9469302568632,"NCL;HEATR1;WDR75;WDR43"
"72","receptor-mediated endocytosis (GO:0006898)","10/143",0.00197350966573502,0.0696210354300966,0,0,3.19178690709268,19.8782629840153,"CD163;HSP90AA1;HSPH1;CXCL8;CLTC;MRC1;FCHO2;HP;DNAJC13;FNBP1L"
"73","cellular protein-containing complex assembly (GO:0034622)","11/168",0.00202592591052249,0.0697692379932113,0,0,2.97709241256006,18.4631186928946,"ANLN;CENPE;HSP90AA1;CENPF;DHX9;TPR;CLTC;FCHO2;PIK3C2A;DLGAP5;HSPD1"
"74","positive regulation of intracellular transport (GO:0032388)","5/39",0.0020326470911408,0.0697692379932113,0,0,6.20670995670996,38.4717724728706,"PCM1;ICE1;TPR;KIF20B;CEP290"
"75","regulation of mitotic nuclear division (GO:0007088)","6/57",0.00208065809150175,0.0704649540321926,0,0,4.97180043383948,30.7012209013392,"CHEK1;NUSAP1;PHIP;IGF1;MKI67;KIF20B"
"76","positive regulation of type I interferon production (GO:0032481)","7/77",0.00212985690671688,0.0711820597771168,0,0,4.23108695652174,26.0283796675449,"HSP90AA1;DDX3X;IFI16;DHX9;DHX36;TLR2;HSPD1"
"77","regulation of RNA export from nucleus (GO:0046831)","3/12",0.00237818083984284,0.0774433247846259,0,0,14.0258620689655,84.7361157181355,"DHX9;TPR;IWS1"
"78","protein localization to condensed chromosome (GO:1903083)","3/12",0.00237818083984284,0.0774433247846259,0,0,14.0258620689655,84.7361157181355,"CDK1;KNL1;SPDL1"
"79","mitotic DNA damage checkpoint signaling (GO:0044773)","6/59",0.0024845262624322,0.0788696046791661,0,0,4.78369418409528,28.6910347707423,"TAOK3;CHEK1;CDK1;NBN;TOPBP1;BRCC3"
"80","regulation of interferon-alpha production (GO:0032647)","4/25",0.00251513306260333,0.0788696046791661,0,0,8.0271521135452,48.0459536171545,"DDX3X;DHX9;DHX36;HSPD1"
"81","regulation of neutrophil chemotaxis (GO:0090022)","4/25",0.00251513306260333,0.0788696046791661,0,0,8.0271521135452,48.0459536171545,"DPP4;CXCL8;MOSPD2;DNM1L"
"82","endosome organization (GO:0007032)","5/41",0.00254669361797574,0.0788853876787609,0,0,5.86129148629149,35.0092559710617,"EEA1;USP8;HOOK1;DNAJC13;HOOK3"
"83","negative regulation of cell development (GO:0010721)","4/26",0.00291827229551657,0.0876992271768076,0,0,7.66188886707245,44.7206334139394,"PCM1;HOOK3;IGF1;FBN1"
"84","regulation of tube diameter (GO:0035296)","3/13",0.00303839842187365,0.0876992271768076,0,0,12.6226293103448,73.1661207842541,"ACE2;ROCK1;ROCK2"
"85","ribosomal subunit export from nucleus (GO:0000054)","3/13",0.00303839842187365,0.0876992271768076,0,0,12.6226293103448,73.1661207842541,"LTV1;SDAD1;ABCE1"
"86","kinetochore organization (GO:0051383)","3/13",0.00303839842187365,0.0876992271768076,0,0,12.6226293103448,73.1661207842541,"CENPE;CENPF;DLGAP5"
"87","mitochondrion transport along microtubule (GO:0047497)","3/13",0.00303839842187365,0.0876992271768076,0,0,12.6226293103448,73.1661207842541,"OPA1;HIF1A;LRPPRC"
"88","vascular process in circulatory system (GO:0003018)","3/13",0.00303839842187365,0.0876992271768076,0,0,12.6226293103448,73.1661207842541,"ACE2;ROCK1;ROCK2"
"89","I-kappaB kinase/NF-kappaB signaling (GO:0007249)","6/62",0.00319717138184379,0.0912451158413847,0,0,4.52672761078401,26.0082628031602,"ROCK1;ROCK2;AZI2;ZNF675;BIRC3;TLR2"
"90","mitotic spindle assembly (GO:0090307)","5/44",0.0034857632202343,0.0963898770778055,0,0,5.40959040959041,30.6132413716102,"TPX2;STAG2;KIF23;KIF11;SMC3"
"91","G2/M transition of mitotic cell cycle (GO:0000086)","9/130",0.00348949607195798,0.0963898770778055,0,0,3.15254971308961,17.8371197987465,"PLK4;PCM1;HSP90AA1;PPP1R12A;AKAP9;CDK1;CCP110;CEP290;CKAP5"
"92","regulation of cytokinesis (GO:0032465)","7/84",0.00349128688628272,0.0963898770778055,0,0,3.84505928853755,21.7533647699536,"PLK4;CCP110;KIF23;PRPF40A;KIF20A;KIF20B;ECT2"
"93","cell cycle G2/M phase transition (GO:0044839)","9/131",0.0036716894553892,0.098845166776217,0,0,3.12654807072804,17.5308782575274,"PLK4;PCM1;HSP90AA1;PPP1R12A;AKAP9;CDK1;CCP110;CEP290;CKAP5"
"94","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)","7/85",0.00372997734881443,0.098845166776217,0,0,3.79556856187291,21.2223641131959,"NSF;COPB2;CENPE;KIF18A;COPB1;KIF23;KIF11"
"95","smooth muscle contraction (GO:0006939)","3/14",0.00380054259716902,0.098845166776217,0,0,11.4745297805643,63.9430958516694,"ROCK1;ROCK2;PIK3C2A"
"96","nuclear migration (GO:0007097)","3/14",0.00380054259716902,0.098845166776217,0,0,11.4745297805643,63.9430958516694,"PCM1;HOOK3;SYNE2"
"97","protein localization to kinetochore (GO:0034501)","3/14",0.00380054259716902,0.098845166776217,0,0,11.4745297805643,63.9430958516694,"CDK1;KNL1;SPDL1"
"98","regulation of multicellular organismal development (GO:2000026)","4/28",0.00385262657907302,0.098845166776217,0,0,7.02267818574514,39.0390689823642,"NIPBL;DHX36;CDK1;TRIP12"
"99","positive regulation of protein import into nucleus (GO:0042307)","4/28",0.00385262657907302,0.098845166776217,0,0,7.02267818574514,39.0390689823642,"TPR;UBR5;ECT2;IPO5"
"100","negative regulation of cellular amide metabolic process (GO:0034249)","7/86",0.00398086422981985,0.101113951437424,0,0,3.74733076499725,20.7087103984696,"FXR1;DDX3X;ROCK1;EPRS1;NCL;DHX36;IGF1"
"101","vesicle organization (GO:0016050)","5/46",0.00423562480780239,0.105475362860961,0,0,5.1451800232288,28.1144183665564,"USP8;HOOK1;DNAJC13;HOOK3;FNBP1L"
"102","positive regulation of nucleocytoplasmic transport (GO:0046824)","5/46",0.00423562480780239,0.105475362860961,0,0,5.1451800232288,28.1144183665564,"DHX9;TPR;UBR5;ECT2;IPO5"
"103","regulation of protein localization (GO:0032880)","6/66",0.00437140886216813,0.106143546017819,0,0,4.22407809110629,22.9480220179939,"UFL1;USP8;RSL1D1;HSP90AA1;TPR;CEP290"
"104","telomere maintenance via telomerase (GO:0007004)","4/29",0.00438782375270512,0.106143546017819,0,0,6.74142548596112,36.5986724790002,"ANKRD28;HSP90AA1;RAD50;RFC1"
"105","positive regulation of viral genome replication (GO:0045070)","4/29",0.00438782375270512,0.106143546017819,0,0,6.74142548596112,36.5986724790002,"TOP2A;TOP2B;DDX3X;SRPK1"
"106","clathrin coat assembly (GO:0048268)","3/15",0.00466906841861874,0.10779259256138,0,0,10.5177801724138,56.4467775006186,"CLTC;FCHO2;PIK3C2A"
"107","peptidyl-threonine modification (GO:0018210)","6/67",0.0047089372407134,0.10779259256138,0,0,4.15461754560649,22.2616582590766,"ROCK1;ROCK2;LRRK2;GALNT1;CHEK1;CDK1"
"108","neutrophil degranulation (GO:0043312)","21/481",0.00475811020400795,0.10779259256138,0,0,1.95229576915578,10.4406917304647,"HSP90AA1;DDX3X;ROCK1;TNFAIP6;AGL;COPB1;IDH1;HP;MOSPD2;DNAJC13;ARMC8;IQGAP1;IQGAP2;MMP8;DNAJC3;CAND1;PSMD1;CEP290;ATP6V1D;FRK;TLR2"
"109","positive regulation of intracellular signal transduction (GO:1902533)","23/546",0.00494673124084432,0.10779259256138,0,0,1.8828914957022,9.99632419116698,"OSBPL8;HSP90AA1;USP15;DDX3X;MIOS;ROCK1;ROCK2;DDX1;DDX21;FRS2;IQGAP1;CFLAR;IGF1;MMP8;BCLAF1;FGF7;PDGFD;DHX36;DNM1L;ECT2;MET;BIRC3;TLR2"
"110","Golgi to plasma membrane protein transport (GO:0043001)","4/30",0.00497093527573679,0.10779259256138,0,0,6.48180760923742,34.3804621502731,"NSF;GOLGA4;GCC2;BLZF1"
"111","RNA-dependent DNA biosynthetic process (GO:0006278)","4/30",0.00497093527573679,0.10779259256138,0,0,6.48180760923742,34.3804621502731,"ANKRD28;HSP90AA1;RAD50;RFC1"
"112","microtubule polymerization (GO:0046785)","4/30",0.00497093527573679,0.10779259256138,0,0,6.48180760923742,34.3804621502731,"TPX2;MAP7D3;AKAP9;CKAP5"
"113","positive regulation of protein import (GO:1904591)","4/30",0.00497093527573679,0.10779259256138,0,0,6.48180760923742,34.3804621502731,"TPR;UBR5;ECT2;IPO5"
"114","regulation of translational initiation (GO:0006446)","6/68",0.00506525004949151,0.10779259256138,0,0,4.08739766286474,21.6033344900483,"DNAJC3;EIF5B;DDX3X;EIF5;DDX1;TPR"
"115","cellular response to ionizing radiation (GO:0071479)","5/48",0.00509392949683895,0.10779259256138,0,0,4.90536595187758,25.8988887874129,"NIPBL;WRN;IFI16;ECT2;CLOCK"
"116","cellular response to testosterone stimulus (GO:0071394)","2/5",0.00519210227513538,0.10779259256138,0,0,28,147.29726483286,"ROCK2;SPP1"
"117","glomerular visceral epithelial cell migration (GO:0090521)","2/5",0.00519210227513538,0.10779259256138,0,0,28,147.29726483286,"ANLN;ROCK1"
"118","intracellular distribution of mitochondria (GO:0048312)","2/5",0.00519210227513538,0.10779259256138,0,0,28,147.29726483286,"LRRK2;DNM1L"
"119","tryptophan catabolic process to kynurenine (GO:0019441)","2/5",0.00519210227513538,0.10779259256138,0,0,28,147.29726483286,"TDO2;KYNU"
"120","vesicle tethering to Golgi (GO:0099041)","2/5",0.00519210227513538,0.10779259256138,0,0,28,147.29726483286,"TRIP11;FAM91A1"
"121","negative regulation of myosin-light-chain-phosphatase activity (GO:0035509)","2/5",0.00519210227513538,0.10779259256138,0,0,28,147.29726483286,"ROCK1;ROCK2"
"122","positive regulation of interleukin-18 production (GO:0032741)","2/5",0.00519210227513538,0.10779259256138,0,0,28,147.29726483286,"DHX9;TLR2"
"123","neutrophil activation involved in immune response (GO:0002283)","21/485",0.0052198775137991,0.10779259256138,0,0,1.93505972630277,10.1692832755893,"HSP90AA1;DDX3X;ROCK1;TNFAIP6;AGL;COPB1;IDH1;HP;MOSPD2;DNAJC13;ARMC8;IQGAP1;IQGAP2;MMP8;DNAJC3;CAND1;PSMD1;CEP290;ATP6V1D;FRK;TLR2"
"124","regulation of actin cytoskeleton organization (GO:0032956)","7/91",0.0054319865645482,0.111207641411712,0,0,3.52336956521739,18.3759590747897,"EPS8;CCDC88A;ROCK1;ROCK2;TWF1;IQGAP1;IQGAP2"
"125","response to unfolded protein (GO:0006986)","5/49",0.00556623210360615,0.111207641411712,0,0,4.79363439590712,24.8839331133352,"HSPA9;HSP90AA1;HSPH1;HSPA13;HSPD1"
"126","neutrophil mediated immunity (GO:0002446)","21/488",0.00559000467143216,0.111207641411712,0,0,1.92232646124005,9.97067513114827,"HSP90AA1;DDX3X;ROCK1;TNFAIP6;AGL;COPB1;IDH1;HP;MOSPD2;DNAJC13;ARMC8;IQGAP1;IQGAP2;MMP8;DNAJC3;CAND1;PSMD1;CEP290;ATP6V1D;FRK;TLR2"
"127","regulation of establishment of cell polarity (GO:2000114)","3/16",0.00564794714256332,0.111207641411712,0,0,9.70822281167109,50.2542575147306,"ROCK1;ROCK2;KIF20B"
"128","regulation of mitotic sister chromatid separation (GO:0010965)","3/16",0.00564794714256332,0.111207641411712,0,0,9.70822281167109,50.2542575147306,"CENPE;TPR;RIOK2"
