"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"14","deoxyribonuclease I activity (GO:0004530)","1/5",0.0205803757988252,0.1150079824052,0,0,60.7103658536585,235.763684338333,"DNASE1L3"
"15","CCR1 chemokine receptor binding (GO:0031726)","1/5",0.0205803757988252,0.1150079824052,0,0,60.7103658536585,235.763684338333,"CCL5"
"16","voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006)","1/5",0.0205803757988252,0.1150079824052,0,0,60.7103658536585,235.763684338333,"SCN4B"
"17","CCR5 chemokine receptor binding (GO:0031730)","1/5",0.0205803757988252,0.1150079824052,0,0,60.7103658536585,235.763684338333,"CCL5"
"18","BMP receptor activity (GO:0098821)","1/6",0.0246459677840751,0.123229838920375,0,0,48.5658536585366,179.846251021588,"SOSTDC1"
"19","alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity (GO:0003828)","1/6",0.0246459677840751,0.123229838920375,0,0,48.5658536585366,179.846251021588,"ST8SIA6"
"20","telethonin binding (GO:0031433)","1/7",0.0286948873747529,0.136300715030076,0,0,40.469512195122,143.708707347481,"MYOZ1"
"21","cytokine activity (GO:0005125)","3/173",0.0353272722595182,0.139623316753723,0,0,4.35595588235294,14.5623962325997,"CCL5;XCL1;SCGB3A1"
"22","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor (GO:0016641)","1/9",0.0367429780930849,0.139623316753723,0,0,30.3490853658537,100.267555390924,"AOC3"
"23","monoamine transmembrane transporter activity (GO:0008504)","1/9",0.0367429780930849,0.139623316753723,0,0,30.3490853658537,100.267555390924,"SLC6A4"
"24","sodium:chloride symporter activity (GO:0015378)","1/9",0.0367429780930849,0.139623316753723,0,0,30.3490853658537,100.267555390924,"SLC6A4"
"25","RAGE receptor binding (GO:0050786)","1/9",0.0367429780930849,0.139623316753723,0,0,30.3490853658537,100.267555390924,"S100A4"
"26","phospholipase activator activity (GO:0016004)","1/11",0.0447251834731767,0.149216639570525,0,0,24.2768292682927,75.4334141731609,"CCL5"
"27","carbonate dehydratase activity (GO:0004089)","1/11",0.0447251834731767,0.149216639570525,0,0,24.2768292682927,75.4334141731609,"CA4"
"28","G protein-coupled peptide receptor activity (GO:0008528)","2/82",0.0456370368394315,0.149216639570525,0,0,6.12253086419753,18.9004712341848,"VIPR1;LGR5"
"29","transforming growth factor beta-activated receptor activity (GO:0005024)","1/12",0.048691745544066,0.149216639570525,0,0,22.0687361419069,66.6971442174312,"LTBP4"
"30","BMP binding (GO:0036122)","1/12",0.048691745544066,0.149216639570525,0,0,22.0687361419069,66.6971442174312,"SOSTDC1"
"31","lipase activator activity (GO:0060229)","1/12",0.048691745544066,0.149216639570525,0,0,22.0687361419069,66.6971442174312,"CCL5"
"32","deoxyribonuclease activity (GO:0004536)","1/14",0.0565761190901679,0.162870645865635,0,0,18.671669793621,53.628178220195,"DNASE1L3"
"33","endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888)","1/14",0.0565761190901679,0.162870645865635,0,0,18.671669793621,53.628178220195,"DNASE1L3"
"34","peptidase activator activity involved in apoptotic process (GO:0016505)","1/17",0.0682817873305455,0.190787346952995,0,0,15.1684451219512,40.7138086813566,"MAL"
"35","cytokine receptor binding (GO:0005126)","2/105",0.0706317315258347,0.191714699855837,0,0,4.74985017379839,12.5884128762295,"CCL5;XCL1"
"36","protein tyrosine kinase activator activity (GO:0030296)","1/19",0.0760057311635356,0.197856011532766,0,0,13.4817073170732,34.7416389093285,"CCL5"
"37","lysophospholipase activity (GO:0004622)","1/21",0.0836664094246832,0.197856011532766,0,0,12.1323170731707,30.0992802067983,"GDPD3"
"38","fibroblast growth factor binding (GO:0017134)","1/21",0.0836664094246832,0.197856011532766,0,0,12.1323170731707,30.0992802067983,"FGFR4"
"39","cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)","1/21",0.0836664094246832,0.197856011532766,0,0,12.1323170731707,30.0992802067983,"PRDX5"
"40","sialyltransferase activity (GO:0008373)","1/21",0.0836664094246832,0.197856011532766,0,0,12.1323170731707,30.0992802067983,"ST8SIA6"
"41","peptidase activator activity (GO:0016504)","1/22",0.0874731840460649,0.197856011532766,0,0,11.5540069686411,28.1504483278882,"MAL"
"42","voltage-gated sodium channel activity (GO:0005248)","1/22",0.0874731840460649,0.197856011532766,0,0,11.5540069686411,28.1504483278882,"SCN4B"
"43","phosphatidylinositol phospholipase C activity (GO:0004435)","1/23",0.0912643338868602,0.200639835864455,0,0,11.0282705099778,26.4016268324241,"CCL5"
"44","transforming growth factor beta binding (GO:0050431)","1/24",0.0950399222515838,0.200639835864455,0,0,10.5482502651113,24.8248665190721,"LTBP4"
"45","Notch binding (GO:0005112)","1/24",0.0950399222515838,0.200639835864455,0,0,10.5482502651113,24.8248665190721,"DLL4"
"46","phospholipase C activity (GO:0004629)","1/25",0.0988000122711018,0.204043503603362,0,0,10.1082317073171,23.3970948387626,"CCL5"
"47","glutathione transferase activity (GO:0004364)","1/27",0.106273948269755,0.214809044375037,0,0,9.3297373358349,20.9147996697405,"GSTM5"
"48","receptor antagonist activity (GO:0048019)","1/28",0.109987919173334,0.217684423363889,0,0,8.98373983739837,19.830570269385,"CCL5"
"49","G protein-coupled receptor binding (GO:0001664)","2/143",0.118984381050753,0.23068400407799,0,0,3.46309429997373,7.37210717114867,"CCL5;XCL1"
"50","chemoattractant activity (GO:0042056)","1/32",0.124691934724438,0.236914675976432,0,0,7.82297403619198,16.286720880527,"CCL5"
"51","phosphoric diester hydrolase activity (GO:0008081)","1/36",0.139155902968924,0.255845472790462,0,0,6.92752613240418,13.662192502451,"GDPD3"
"52","calcium channel regulator activity (GO:0005246)","1/37",0.142734842714679,0.255845472790462,0,0,6.73475609756098,13.1109983424583,"CACNG4"
"53","voltage-gated calcium channel activity (GO:0005245)","1/37",0.142734842714679,0.255845472790462,0,0,6.73475609756098,13.1109983424583,"CACNG4"
"54","sodium channel activity (GO:0005272)","1/38",0.146299081639239,0.257378013994958,0,0,6.55240606460119,12.5943944280171,"SCN4B"
"55","cysteine-type endopeptidase inhibitor activity (GO:0004869)","1/40",0.153383695484472,0.264935474018633,0,0,6.21575984990619,11.6533854028443,"PRDX5"
"56","copper ion binding (GO:0005507)","1/45",0.17084211240227,0.289821440682422,0,0,5.5080376940133,9.73278780522531,"AOC3"
"57","phosphoric ester hydrolase activity (GO:0042578)","1/53",0.198038568286214,0.330064280477023,0,0,4.65877110694184,7.5439176686502,"GDPD3"
"58","hydro-lyase activity (GO:0016836)","1/55",0.204698805923311,0.335282526943355,0,0,4.48577235772358,7.1154021799381,"CA4"
"59","nuclease activity (GO:0004518)","1/60",0.221111266151002,0.344353611218773,0,0,4.10458867300537,6.19419059044641,"DNASE1L3"
"60","transmembrane receptor protein kinase activity (GO:0019199)","1/60",0.221111266151002,0.344353611218773,0,0,4.10458867300537,6.19419059044641,"FGFR4"
"61","transmembrane receptor protein tyrosine kinase activity (GO:0004714)","1/60",0.221111266151002,0.344353611218773,0,0,4.10458867300537,6.19419059044641,"FGFR4"
"62","chloride channel activity (GO:0005254)","1/64",0.233999922379279,0.358548268161799,0,0,3.84320557491289,5.58200434967485,"FXYD1"
"63","anion channel activity (GO:0005253)","1/68",0.246677830968927,0.371974507016637,0,0,3.61303239898071,5.05706072398248,"FXYD1"
"64","phospholipase activity (GO:0004620)","1/73",0.262234034504417,0.38326512735261,0,0,3.36128048780488,4.49913414177752,"GDPD3"
"65","ATPase binding (GO:0051117)","1/73",0.262234034504417,0.38326512735261,0,0,3.36128048780488,4.49913414177752,"WFS1"
"66","phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)","1/75",0.268367269439833,0.384404686822515,0,0,3.27010547132498,4.30149290528785,"GRAMD2A"
"67","protein homodimerization activity (GO:0042803)","4/636",0.271106463337984,0.384404686822515,0,0,1.5450248357635,2.01663390480084,"TNNC1;CCL5;PECAM1;XCL1"
"68","calcium channel activity (GO:0005262)","1/84",0.295349272360427,0.412620306974126,0,0,2.91419335880106,3.55414045459312,"CACNG4"
"69","phosphatidylinositol binding (GO:0035091)","1/92",0.318506487349944,0.432830727566961,0,0,2.65692843741624,3.03982486609709,"GRAMD2A"
"70","phosphatidylinositol bisphosphate binding (GO:1902936)","1/94",0.324177310419452,0.432830727566961,0,0,2.59952793076318,2.92827634278277,"GRAMD2A"
"71","G protein-coupled receptor activity (GO:0004930)","2/283",0.328687357624716,0.432830727566961,0,0,1.72540749527701,1.91977164878388,"VIPR1;LGR5"
"72","carboxylic ester hydrolase activity (GO:0052689)","1/96",0.329801509344508,0.432830727566961,0,0,2.54454428754814,2.82257211840961,"GDPD3"
"73","voltage-gated cation channel activity (GO:0022843)","1/97",0.332596243288297,0.432830727566961,0,0,2.51791158536585,2.77178255718012,"CACNG4"
"74","protein tyrosine kinase activity (GO:0004713)","1/108",0.362588592436618,0.462207624413364,0,0,2.25780715751083,2.29051474908257,"FGFR4"
"75","receptor ligand activity (GO:0048018)","2/307",0.364900756115814,0.462207624413364,0,0,1.58769479862376,1.60060254049557,"CCL5;SCGB3A1"
"76","transcription cis-regulatory region binding (GO:0000976)","3/549",0.399373350981283,0.499216688726604,0,0,1.33042582417582,1.22114276157466,"PRDX5;FOXF1;HIF3A"
"77","serine-type peptidase activity (GO:0008236)","1/125",0.406340852964555,0.501329623787437,0,0,1.94659716758458,1.7530332531979,"KLK11"
"78","DNA binding (GO:0003677)","4/811",0.435918105547627,0.530925897782367,0,0,1.19900239988706,0.995532753249837,"FOXF1;H2AC20;DNASE1L3;TBX4"
"79","RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)","5/1149",0.522407945898149,0.612892955220897,0,0,1.05192083557468,0.683019026308473,"HEY1;FOXF1;HIF3A;TBX4;HOXA4"
"80","cis-regulatory region sequence-specific DNA binding (GO:0000987)","5/1149",0.522407945898149,0.612892955220897,0,0,1.05192083557468,0.683019026308473,"HEY1;FOXF1;HIF3A;TBX4;HOXA4"
"81","actin binding (GO:0003779)","1/177",0.522571888135712,0.612892955220897,0,0,1.36786308203991,0.887733181733377,"MYOZ1"
"82","protein heterodimerization activity (GO:0046982)","1/188",0.544111736331529,0.626783164628782,0,0,1.28668318768749,0.783076231510686,"AOC3"
"83","RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)","1/190",0.547923599396253,0.626783164628782,0,0,1.27293844367015,0.76582448679377,"IFI27"
"84","transition metal ion binding (GO:0046914)","2/445",0.554208271882291,0.626783164628782,0,0,1.08541649248948,0.640628792128863,"AOC3;CRIP2"
"85","sequence-specific DNA binding (GO:0043565)","3/707",0.56615916428039,0.632766124783966,0,0,1.02341974431818,0.582203056216413,"HEY1;FOXF1;HOXA4"
"86","DNA-binding transcription factor binding (GO:0140297)","1/208",0.580843648867152,0.641629612120691,0,0,1.16118769883351,0.630842697231708,"IFI27"
"87","DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)","1/256",0.657494544404792,0.717953812855807,0,0,0.940315638450502,0.394292036841205,"HEY1"
"88","ubiquitin protein ligase binding (GO:0031625)","1/265",0.670239705035354,0.718391473762335,0,0,0.907843680709534,0.363246288126509,"WFS1"
"89","RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)","5/1359",0.673019380682609,0.718391473762335,0,0,0.878830057190471,0.348000138725578,"HEY1;FOXF1;HIF3A;TBX4;HOXA4"
"90","ubiquitin-like protein ligase binding (GO:0044389)","1/282",0.693048705108822,0.731551410948201,0,0,0.852182970228279,0.312457147562241,"WFS1"
"91","DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)","1/333",0.752530742168761,0.773644660222832,0,0,0.71940199823685,0.204535649533166,"FOXF1"
"92","zinc ion binding (GO:0008270)","1/336",0.755650836705984,0.773644660222832,0,0,0.712850382235166,0.199723472957349,"CRIP2"
"93","double-stranded DNA binding (GO:0003690)","2/651",0.757357404218141,0.773644660222832,0,0,0.7330556031121,0.203730816571051,"HEY1;HOXA4"
"94","sequence-specific double-stranded DNA binding (GO:1990837)","2/712",0.800036179005383,0.808547202186292,0,0,0.667953399408798,0.149019286977461,"HEY1;HOXA4"
"95","RNA binding (GO:0003723)","2/1406",0.982999174078293,0.982999174078293,0,0,0.325577714466603,0.00558268075757316,"NXF3;S100A4"
