"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"37","Phagosome","6/152",0.145867702956513,0.89097569913978,0,0,1.72825602472291,3.32698826841589,"EEA1;ITGA2;MRC1;ATP6V1D;ATP6V1C1;TLR2"
"38","Platelet activation","5/124",0.164775201798048,0.952328837276239,0,0,1.76561533704391,3.18371016431678,"PPP1R12A;ROCK1;ROCK2;ITGA2;ITPR2"
"39","Oocyte meiosis","5/125",0.168599957628579,0.952328837276239,0,0,1.75081168831169,3.1168413373033,"SLK;CDK1;ITPR2;IGF1;SMC3"
"40","Cellular senescence","6/160",0.172156924807506,0.952328837276239,0,0,1.63780037749669,2.88146223455452,"RAD50;CXCL8;CHEK1;CDK1;ITPR2;NBN"
"41","Small cell lung cancer","4/93",0.172767620921796,0.952328837276239,0,0,1.88744630766617,3.3139929851215,"LAMA2;ITGA2;POLK;BIRC3"
"42","Central carbon metabolism in cancer","3/65",0.19394964890174,0.98314742794741,0,0,2.03048526140156,3.33031399629564,"IDH1;MET;HIF1A"
"43","Shigellosis","3/65",0.19394964890174,0.98314742794741,0,0,2.03048526140156,3.33031399629564,"CXCL8;ROCK1;ROCK2"
"44","Pancreatic secretion","4/98",0.196184700783318,0.98314742794741,0,0,1.7865906897661,2.90981795627625,"PLA2G2A;ITPR2;RAB27B;ATP2B1"
"45","Phosphatidylinositol signaling system","4/99",0.200981461328953,0.98314742794741,0,0,1.76769353188587,2.83633958868496,"IMPA1;PPIP5K2;ITPR2;PIK3C2A"
"46","PI3K-Akt signaling pathway","11/354",0.207504930111535,0.98314742794741,0,0,1.34961127308066,2.12239893100363,"FGF7;HSP90AA1;ANGPT2;LAMA2;PDGFD;ITGA2;SPP1;IGF1;ITGB6;MET;TLR2"
"47","Staphylococcus aureus infection","3/68",0.212022988915825,0.98314742794741,0,0,1.93647214854111,3.00358559819804,"C5;CFH;CFI"
"48","Thyroid cancer","2/37",0.213692982462436,0.98314742794741,0,0,2.39606758832565,3.6976473366038,"TPR;POLK"
"49","RIG-I-like receptor signaling pathway","3/70",0.224267730758938,0.98314742794741,0,0,1.87847400926402,2.80815843676501,"CXCL8;DDX3X;AZI2"
"50","Pyruvate metabolism","2/39",0.230967613505953,0.98314742794741,0,0,2.26631793083406,3.32123856906114,"LDHB;DLD"
"51","Adherens junction","3/72",0.236646255572715,0.98314742794741,0,0,1.82383808095952,2.62849509808196,"FER;IQGAP1;MET"
"52","p53 signaling pathway","3/72",0.236646255572715,0.98314742794741,0,0,1.82383808095952,2.62849509808196,"CHEK1;CDK1;IGF1"
"53","Glycine, serine and threonine metabolism","2/40",0.239639135202541,0.98314742794741,0,0,2.20656479909451,3.15234500956067,"ALAS2;DLD"
"54","Apoptosis","5/143",0.242645620414277,0.98314742794741,0,0,1.52103331451158,2.15401627516691,"ITPR2;CFLAR;PTPN13;EIF2S1;BIRC3"
"55","Bladder cancer","2/41",0.248325806907127,0.98314742794741,0,0,2.14987593052109,2.9948065331174,"CXCL8;MMP1"
"56","Porphyrin and chlorophyll metabolism","2/42",0.257022206022302,0.98314742794741,0,0,2.09602150537634,2.84763971131053,"ALAS2;CP"
"57","Pathways in cancer","15/530",0.258956423578332,0.98314742794741,0,0,1.22549188074577,1.65575654106103,"HSP90AA1;CXCL8;ROCK1;LAMA2;ROCK2;MMP1;ITGA2;TXNRD1;IGF1;HIF1A;FGF7;TPR;POLK;MET;BIRC3"
"58","Non-homologous end-joining","1/13",0.264527946435705,0.98314742794741,0,0,3.49087982832618,4.64220123414202,"RAD50"
"59","Transcriptional misregulation in cancer","6/186",0.268671293473203,0.98314742794741,0,0,1.39934924078091,1.83911797438983,"CXCL8;JMJD1C;IGF1;POLK;MET;BIRC3"
"60","Fatty acid degradation","2/44",0.274423707518329,0.98314742794741,0,0,1.99600614439324,2.58099959564927,"ACSL1;ACSL4"
"61","Proteasome","2/45",0.283119150998181,0.98314742794741,0,0,1.94948737184296,2.46003363225077,"PSME4;PSMD1"
"62","Cysteine and methionine metabolism","2/47",0.300476934791056,0.98314742794741,0,0,1.8626523297491,2.23962388795015,"LDHB;BCAT1"
"63","Peroxisome","3/83",0.306299132237872,0.98314742794741,0,0,1.5721713362069,1.86018227417823,"ACSL1;IDH1;ACSL4"
"64","Amino sugar and nucleotide sugar metabolism","2/48",0.309130910919719,0.98314742794741,0,0,1.82206638616176,2.13908850358322,"GFPT1;PGM3"
"65","Endocrine and other factor-regulated calcium reabsorption","2/48",0.309130910919719,0.98314742794741,0,0,1.82206638616176,2.13908850358322,"CLTC;ATP2B1"
"66","Salmonella infection","3/86",0.325519232810471,0.98314742794741,0,0,1.51511217282925,1.70046149948727,"CXCL8;ROCK1;ROCK2"
"67","Vibrio cholerae infection","2/50",0.32636961177529,0.98314742794741,0,0,1.74596774193548,1.95500331325956,"ATP6V1D;ATP6V1C1"
"68","Cell cycle","4/124",0.32896723466115,0.98314742794741,0,0,1.39762419006479,1.55387455476775,"STAG2;CHEK1;CDK1;SMC3"
"69","Nitrogen metabolism","1/17",0.330898624401816,0.98314742794741,0,0,2.61762339055794,2.89494284445493,"CA1"
"70","Selenocompound metabolism","1/17",0.330898624401816,0.98314742794741,0,0,2.61762339055794,2.89494284445493,"TXNRD1"
"71","Mineral absorption","2/51",0.334947135622015,0.98314742794741,0,0,1.7102479701558,1.8706394093988,"ATP2B1;STEAP1"
"72","Gap junction","3/88",0.33833425238365,0.98314742794741,0,0,1.47931034482759,1.60315962669893,"PDGFD;CDK1;ITPR2"
"73","Protein processing in endoplasmic reticulum","5/165",0.341929692127234,0.98314742794741,0,0,1.31040313852814,1.40625931370261,"DNAJC3;HSP90AA1;HSPH1;DNAJC10;EIF2S1"
"74","cGMP-PKG signaling pathway","5/166",0.346552880272479,0.98314742794741,0,0,1.30219676803528,1.37996377590394,"PPP1R12A;ROCK1;ROCK2;ITPR2;ATP2B1"
"75","Rap1 signaling pathway","6/206",0.350157479944834,0.98314742794741,0,0,1.25811279826464,1.3202286993777,"FGF7;ANGPT2;PDGFD;IGF1;RAPGEF6;MET"
"76","Autophagy","4/128",0.350191635634724,0.98314742794741,0,0,1.35226085138995,1.41889315860097,"RB1CC1;CFLAR;HIF1A;EIF2S1"
"77","mRNA surveillance pathway","3/91",0.357524410691127,0.98314742794741,0,0,1.42865889498433,1.46944944590172,"UPF2;PNN;SMG1"
"78","Fanconi anemia pathway","2/54",0.360472915356568,0.98314742794741,0,0,1.61133167907361,1.64410367729129,"FANCI;POLK"
"79","Pantothenate and CoA biosynthesis","1/19",0.361807524983188,0.98314742794741,0,0,2.32653791130186,2.36525826655454,"BCAT1"
"80","Tight junction","5/170",0.365076840633017,0.98314742794741,0,0,1.27036599763872,1.28008102667644,"ROCK1;ROCK2;CLDN1;MPDZ;RAPGEF6"
"81","Glutathione metabolism","2/56",0.377288189257673,0.98314742794741,0,0,1.55149342891278,1.51231194531561,"RRM1;IDH1"
"82","NF-kappa B signaling pathway","3/95",0.382983050533589,0.98314742794741,0,0,1.3662621814093,1.31129000124929,"CXCL8;CFLAR;BIRC3"
"83","Amoebiasis","3/96",0.389314737163754,0.98314742794741,0,0,1.35150166852058,1.2749623036568,"CXCL8;LAMA2;TLR2"
"84","Prostate cancer","3/97",0.395630396442944,0.98314742794741,0,0,1.33705520909758,1.23981766294714,"HSP90AA1;PDGFD;IGF1"
"85","Tuberculosis","5/179",0.406757635080268,0.98314742794741,0,0,1.20409762651142,1.08313128432382,"HSPA9;EEA1;MRC1;TLR2;HSPD1"
"86","Progesterone-mediated oocyte maturation","3/99",0.40820827858229,0.98314742794741,0,0,1.30906519396552,1.17289328461931,"HSP90AA1;CDK1;IGF1"
"87","Long-term depression","2/60",0.410341313498009,0.98314742794741,0,0,1.4441972562106,1.28644180395505,"ITPR2;IGF1"
"88","HIF-1 signaling pathway","3/100",0.414467923361417,0.98314742794741,0,0,1.29550302168503,1.14102684462223,"ANGPT2;IGF1;HIF1A"
"89","Mismatch repair","1/23",0.419416143468911,0.98314742794741,0,0,1.90314085056574,1.65362323082002,"RFC1"
"90","Protein export","1/23",0.419416143468911,0.98314742794741,0,0,1.90314085056574,1.65362323082002,"SRP72"
"91","Renin-angiotensin system","1/23",0.419416143468911,0.98314742794741,0,0,1.90314085056574,1.65362323082002,"ACE2"
"92","Chagas disease (American trypanosomiasis)","3/103",0.433115022714728,0.98314742794741,0,0,1.25644396551724,1.05133193178251,"CXCL8;CFLAR;TLR2"
"93","Toll-like receptor signaling pathway","3/104",0.439282931474166,0.98314742794741,0,0,1.2439399112325,1.0232793791284,"CXCL8;SPP1;TLR2"
"94","alpha-Linolenic acid metabolism","1/25",0.446243960532433,0.98314742794741,0,0,1.7443669527897,1.4075113431181,"PLA2G2A"
"95","Inflammatory bowel disease (IBD)","2/65",0.450401582386759,0.98314742794741,0,0,1.32923707117255,1.06022034219581,"IL18RAP;TLR2"
"96","Ras signaling pathway","6/232",0.458085977305118,0.98314742794741,0,0,1.1118768356593,0.868040454490342,"FGF7;ANGPT2;PDGFD;PLA2G2A;IGF1;MET"
"97","Drug metabolism","3/108",0.46368708096147,0.98314742794741,0,0,1.19630541871921,0.919414965231168,"RRM1;AOX1;FMO5"
"98","Glycolysis / Gluconeogenesis","2/68",0.473686971547126,0.98314742794741,0,0,1.26862170087977,0.947925010823551,"LDHB;DLD"
"99","mTOR signaling pathway","4/152",0.475767997105333,0.98314742794741,0,0,1.13157433891775,0.840561645626899,"MIOS;IGF1;ATP6V1D;ATP6V1C1"
"100","Oxytocin signaling pathway","4/153",0.480835410736976,0.98314742794741,0,0,1.12392189832867,0.822969611305442,"PPP1R12A;ROCK1;ROCK2;ITPR2"
"101","Adipocytokine signaling pathway","2/69",0.48131561132906,0.98314742794741,0,0,1.24962285347456,0.913764302671138,"ACSL1;ACSL4"
"102","Renal cell carcinoma","2/69",0.48131561132906,0.98314742794741,0,0,1.24962285347456,0.913764302671138,"MET;HIF1A"
"103","Renin secretion","2/69",0.48131561132906,0.98314742794741,0,0,1.24962285347456,0.913764302671138,"PDE1A;ITPR2"
"104","Butanoate metabolism","1/28",0.48418394312077,0.98314742794741,0,0,1.55030996661898,1.12442493068957,"ACSM3"
"105","Leukocyte transendothelial migration","3/112",0.487617085121399,0.98314742794741,0,0,1.15216703574818,0.827514988099095,"ROCK1;ROCK2;CLDN1"
"106","Toxoplasmosis","3/113",0.493518937237369,0.98314742794741,0,0,1.14163401253919,0.806215144097934,"LAMA2;BIRC3;TLR2"
"107","Linoleic acid metabolism","1/29",0.496245106516051,0.98314742794741,0,0,1.49486511342735,1.04743002235182,"PLA2G2A"
"108","Endocytosis","6/244",0.50666328073426,0.98314742794741,0,0,1.05515959095135,0.717412118872375,"SPART;EEA1;USP8;SNX2;KIF5B;CLTC"
"109","Glyoxylate and dicarboxylate metabolism","1/30",0.508024836514828,0.98314742794741,0,0,1.44324404321444,0.9774008632002,"DLD"
"110","Nicotinate and nicotinamide metabolism","1/30",0.508024836514828,0.98314742794741,0,0,1.44324404321444,0.9774008632002,"AOX1"
"111","Bacterial invasion of epithelial cells","2/74",0.518414469338859,0.98314742794741,0,0,1.16254480286738,0.763768943603143,"CLTC;MET"
"112","Inositol phosphate metabolism","2/74",0.518414469338859,0.98314742794741,0,0,1.16254480286738,0.763768943603143,"IMPA1;PIK3C2A"
"113","Circadian rhythm","1/31",0.519529686231668,0.98314742794741,0,0,1.3950643776824,0.913531856603447,"CLOCK"
"114","Mucin type O-glycan biosynthesis","1/31",0.519529686231668,0.98314742794741,0,0,1.3950643776824,0.913531856603447,"GALNT1"
"115","RNA polymerase","1/31",0.519529686231668,0.98314742794741,0,0,1.3950643776824,0.913531856603447,"POLR2B"
"116","Necroptosis","4/162",0.525509727343936,0.98314742794741,0,0,1.05940891817262,0.681609478768615,"HSP90AA1;CFLAR;DNM1L;BIRC3"
"117","Glioma","2/75",0.525619699475936,0.98314742794741,0,0,1.14656061275593,0.737441796504399,"POLK;IGF1"
"118","Pertussis","2/76",0.532751873082963,0.98314742794741,0,0,1.13100842778262,0.712195432573477,"C5;CXCL8"
"119","Hepatocellular carcinoma","4/168",0.554239196104357,0.98314742794741,0,0,1.02033398303745,0.602159205035759,"PBRM1;TXNRD1;POLK;MET"
"120","Alanine, aspartate and glutamate metabolism","1/35",0.562926090072321,0.98314742794741,0,0,1.23068669527897,0.707161113851609,"GFPT1"
"121","Prion diseases","1/35",0.562926090072321,0.98314742794741,0,0,1.23068669527897,0.707161113851609,"C5"
"122","Influenza A","4/171",0.568252849839371,0.98314742794741,0,0,1.00184943288369,0.566234079900916,"IVNS1ABP;DNAJC3;CXCL8;EIF2S1"
"123","DNA replication","1/36",0.573149628345245,0.98314742794741,0,0,1.19546290619252,0.665404773017337,"RFC1"
"124","Starch and sucrose metabolism","1/36",0.573149628345245,0.98314742794741,0,0,1.19546290619252,0.665404773017337,"AGL"
"125","Tyrosine metabolism","1/36",0.573149628345245,0.98314742794741,0,0,1.19546290619252,0.665404773017337,"AOX1"
"126","African trypanosomiasis","1/37",0.583134528378535,0.98314742794741,0,0,1.16219599427754,0.626815727857733,"SELE"
"127","Aldosterone-regulated sodium reabsorption","1/37",0.583134528378535,0.98314742794741,0,0,1.16219599427754,0.626815727857733,"IGF1"
"128","Dopaminergic synapse","3/131",0.593368116656863,0.98314742794741,0,0,0.980182516163793,0.511596758995102,"KIF5B;ITPR2;CLOCK"
"129","Axon guidance","4/181",0.613137127243731,0.98314742794741,0,0,0.944759673463411,0.462144942907814,"EPHA4;ROCK1;ROCK2;MET"
"130","Fat digestion and absorption","1/41",0.620796998503758,0.98314742794741,0,0,1.04576180257511,0.498568136784595,"PLA2G2A"
"131","Ubiquitin mediated proteolysis","3/137",0.623687212101012,0.98314742794741,0,0,0.936004246011323,0.44189350038165,"UBR5;TRIP12;BIRC3"
"132","Protein digestion and absorption","2/90",0.624744103998704,0.98314742794741,0,0,0.95039100684262,0.447076424113414,"DPP4;ACE2"
"133","Salivary secretion","2/90",0.624744103998704,0.98314742794741,0,0,0.95039100684262,0.447076424113414,"ITPR2;ATP2B1"
"134","Kaposi sarcoma-associated herpesvirus infection","4/186",0.634467039013449,0.98314742794741,0,0,0.918567393729381,0.417920553064045,"CXCL8;ANGPT2;ITPR2;HIF1A"
"135","Type I diabetes mellitus","1/43",0.638334930137568,0.98314742794741,0,0,0.995861434702636,0.447034394983304,"HSPD1"
"136","Vasopressin-regulated water reabsorption","1/44",0.64679797437472,0.98314742794741,0,0,0.97265196127358,0.423805160525853,"NSF"
"137","Chemokine signaling pathway","4/190",0.650975348837879,0.98314742794741,0,0,0.898627464641538,0.385765946900926,"CXCL8;ROCK1;ROCK2;CCL20"
"138","ABC transporters","1/45",0.65506339470032,0.98314742794741,0,0,0.950497463909481,0.402082537922727,"ABCC9"
"139","Cell adhesion molecules (CAMs)","3/145",0.661649780947308,0.98314742794741,0,0,0.882907357940748,0.364657421217032,"VCAN;CLDN1;SELE"
"140","Type II diabetes mellitus","1/46",0.663135796170961,0.98314742794741,0,0,0.929327610872675,0.381745003796036,"SOCS4"
"141","Breast cancer","3/147",0.670695631594682,0.98314742794741,0,0,0.870554956896552,0.347734340616672,"FGF7;IGF1;POLK"
"142","Aldosterone synthesis and secretion","2/98",0.670695678390688,0.98314742794741,0,0,0.870833333333333,0.347845474498493,"ITPR2;ATP2B1"
"143","Ether lipid metabolism","1/47",0.671019676855736,0.98314742794741,0,0,0.909078186228774,0.362682940279398,"PLA2G2A"
"144","Nucleotide excision repair","1/47",0.671019676855736,0.98314742794741,0,0,0.909078186228774,0.362682940279398,"RFC1"
"145","Choline metabolism in cancer","2/99",0.676107784579183,0.98314742794741,0,0,0.86181132912094,0.337315342301746,"PDGFD;HIF1A"
"146","Gastric cancer","3/149",0.679563251757232,0.98314742794741,0,0,0.858540977798772,0.331658641510524,"FGF7;POLK;MET"
"147","AGE-RAGE signaling pathway in diabetic complications","2/100",0.68144736834382,0.98314742794741,0,0,0.852973447443494,0.327146245880964,"CXCL8;SELE"
"148","Inflammatory mediator regulation of TRP channels","2/100",0.68144736834382,0.98314742794741,0,0,0.852973447443494,0.327146245880964,"ITPR2;IGF1"
"149","Ovarian steroidogenesis","1/49",0.686239347293077,0.98314742794741,0,0,0.871110515021459,0.327998205032492,"IGF1"
"150","MAPK signaling pathway","6/295",0.689575310688714,0.98314742794741,0,0,0.866658160010208,0.322118952538593,"FGF7;ANGPT2;TAOK3;PDGFD;IGF1;MET"
"151","Longevity regulating pathway","2/102",0.691910700271044,0.98314742794741,0,0,0.835827956989247,0.307834080463963,"RB1CC1;IGF1"
"152","Glucagon signaling pathway","2/103",0.697035361800131,0.98314742794741,0,0,0.827509847758969,0.298664138638003,"LDHB;ITPR2"
"153","MicroRNAs in cancer","6/299",0.701857808022134,0.98314742794741,0,0,0.8546489675953,0.302566629113109,"MIR222;ROCK1;KIF23;MIR32;MIR29A;MET"
"154","Hepatitis C","3/155",0.705100287327556,0.98314742794741,0,0,0.824395984573503,0.288056516483475,"CFLAR;CLDN1;EIF2S1"
"155","Th17 cell differentiation","2/107",0.716832101318179,0.98314742794741,0,0,0.795821812596006,0.264939931742626,"HSP90AA1;HIF1A"
"156","Human immunodeficiency virus 1 infection","4/212",0.732688836014598,0.98314742794741,0,0,0.802666555906297,0.249656729781859,"CHEK1;CDK1;ITPR2;TLR2"
"157","cAMP signaling pathway","4/212",0.732688836014598,0.98314742794741,0,0,0.802666555906297,0.249656729781859,"PPP1R12A;ROCK1;ROCK2;ATP2B1"
"158","JAK-STAT signaling pathway","3/162",0.732894730401487,0.98314742794741,0,0,0.787817176317502,0.244816710242352,"AOX1;IL13RA2;SOCS4"
"159","Hepatitis B","3/163",0.736692245697874,0.98314742794741,0,0,0.782852909482759,0.239228146328085,"CXCL8;DDX3X;TLR2"
"160","Pyrimidine metabolism","1/57",0.740407647095575,0.98314742794741,0,0,0.746359595340282,0.224321637975486,"RRM1"
"161","Endometrial cancer","1/58",0.746486418791844,0.98314742794741,0,0,0.733227919584369,0.214379606608938,"POLK"
"162","Glutamatergic synapse","2/114",0.748857281757186,0.98314742794741,0,0,0.745814132104455,0.21569456229868,"SLC1A3;ITPR2"
"163","Lysine degradation","1/59",0.752423142965256,0.98314742794741,0,0,0.720549060233832,0.204964808392365,"DLD"
"164","Viral myocarditis","1/59",0.752423142965256,0.98314742794741,0,0,0.720549060233832,0.204964808392365,"LAMA2"
"165","Neurotrophin signaling pathway","2/119",0.769785360550435,0.98314742794741,0,0,0.713757926661152,0.18675016171579,"FRS2;IRAK3"
"166","Sphingolipid signaling pathway","2/119",0.769785360550435,0.98314742794741,0,0,0.713757926661152,0.18675016171579,"ROCK1;ROCK2"
"167","Human cytomegalovirus infection","4/225",0.773762621660797,0.98314742794741,0,0,0.754942681508556,0.193635356180089,"CXCL8;ROCK1;ROCK2;ITPR2"
"168","Arachidonic acid metabolism","1/63",0.774814665726075,0.98314742794741,0,0,0.673923577460889,0.171939078767575,"PLA2G2A"
"169","Basal cell carcinoma","1/63",0.774814665726075,0.98314742794741,0,0,0.673923577460889,0.171939078767575,"POLK"
"170","Cortisol synthesis and secretion","1/65",0.785240685336342,0.98314742794741,0,0,0.652796405579399,0.157823324737605,"ITPR2"
"171","Lysosome","2/123",0.785419554219005,0.98314742794741,0,0,0.690020438994046,0.166665632379227,"CLTC;AP3B1"
"172","Human papillomavirus infection","6/330",0.785809077658071,0.98314742794741,0,0,0.771631718486382,0.18599520498801,"LAMA2;ITGA2;SPP1;ITGB6;ATP6V1D;ATP6V1C1"
"173","Non-small cell lung cancer","1/66",0.790271629633116,0.98314742794741,0,0,0.642720369758996,0.151282593599811,"POLK"
"174","Long-term potentiation","1/67",0.795184964483841,0.98314742794741,0,0,0.632949668357394,0.145059741508662,"ITPR2"
"175","Retinol metabolism","1/67",0.795184964483841,0.98314742794741,0,0,0.632949668357394,0.145059741508662,"AOX1"
"176","Purine metabolism","2/129",0.807121036309869,0.98314742794741,0,0,0.657217847769029,0.140829717549228,"RRM1;PDE1A"
"177","Prolactin signaling pathway","1/70",0.809246431177613,0.98314742794741,0,0,0.605336816570256,0.128120624546668,"SOCS4"
"178","FoxO signaling pathway","2/132",0.817222797631732,0.98314742794741,0,0,0.641952026468156,0.129573856166408,"PLK4;IGF1"
"179","Bile secretion","1/72",0.818081320204492,0.98314742794741,0,0,0.588224626730339,0.118111701509168,"AQP9"
"180","Calcium signaling pathway","3/188",0.818339267986814,0.98314742794741,0,0,0.67618825722274,0.135561055603399,"PDE1A;ITPR2;ATP2B1"
"181","Oxidative phosphorylation","2/133",0.820483477191301,0.98314742794741,0,0,0.637018796683904,0.126041498552963,"ATP6V1D;ATP6V1C1"
"182","Leishmaniasis","1/74",0.826507846167813,0.98314742794741,0,0,0.572050091128226,0.109001781451045,"TLR2"
"183","Thyroid hormone synthesis","1/74",0.826507846167813,0.98314742794741,0,0,0.572050091128226,0.109001781451045,"ITPR2"
"184","Gastric acid secretion","1/75",0.830573893704157,0.98314742794741,0,0,0.564290685535321,0.104754008106367,"ITPR2"
"185","Pancreatic cancer","1/75",0.830573893704157,0.98314742794741,0,0,0.564290685535321,0.104754008106367,"POLK"
