"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8000799","8000799","GDPD3","glycerophosphodiester phosphodiesterase domain containing 3",-1.26928393883488,8.12373568461778,-7.02792190228661,1.3336243104308e-07,2.50400812721384e-06,7.50877822824372
"8041206","8041206","LBH","LBH regulator of WNT signaling pathway",-1.26815313989668,10.3401209668164,-6.99062518904773,1.46737956109811e-07,2.69273350769988e-06,7.41422935710058
"7990138","7990138","GRAMD2A","GRAM domain containing 2A",-1.01909890962677,8.56985703121269,-6.89527487135219,1.87489673059609e-07,3.227292300462e-06,7.17179241555389
"7919600","7919600",NA,NA,-1.27154994972051,8.75738644470498,-6.81523682791337,2.30496910870227e-07,3.76683581573369e-06,6.96750539220606
"8108627","8108627","VTRNA1-1","vault RNA 1-1",-1.39481449838092,8.70703135670275,-6.7555223930938,2.69017470798753e-07,4.21656282201796e-06,6.81463723480965
"7920278","7920278","S100A3","S100 calcium binding protein A3",-1.67487956416563,7.75415588640184,-6.7220618432918,2.93401484642044e-07,4.52717073404197e-06,6.72881199873398
"8084213","8084213",NA,NA,-1.08577464213881,7.58311490977771,-6.65148071273029,3.52468231604538e-07,5.22682960015275e-06,6.54738844289982
"8110265","8110265","FGFR4","fibroblast growth factor receptor 4",-1.19156452394752,8.71651193566419,-6.63864514077969,3.64444176258803e-07,5.34709048498658e-06,6.5143401834681
"8043504","8043504","MAL","mal, T cell differentiation protein",-1.21497591592538,8.77994961579781,-6.59418868863522,4.09212465965696e-07,5.8118683530879e-06,6.39974678231872
"8151457","8151457","HEY1","hes related family bHLH transcription factor with YRPW motif 1",-1.36466921287198,8.76620521115998,-6.57406189361033,4.31279516284478e-07,6.05941396633118e-06,6.34780138129877
"8013523","8013523",NA,NA,-1.08299450732383,4.930583141387,-6.5467449846037,4.63176637870498e-07,6.4053176291305e-06,6.27723450339088
"8028872","8028872","LTBP4","latent transforming growth factor beta binding protein 4",-1.0277400883107,10.2805703285785,-6.52824518162764,4.86128901547945e-07,6.6713445378204e-06,6.229402803279
"7911337","7911337",NA,NA,-1.16648836478455,11.708323610004,-6.36301298197829,7.49928020177523e-07,9.30804441624485e-06,5.80074172587542
"7973871","7973871",NA,NA,-1.16648836478455,11.708323610004,-6.36301298197829,7.49928020177523e-07,9.30804441624485e-06,5.80074172587542
"8165696","8165696",NA,NA,-1.16648836478455,11.708323610004,-6.36301298197829,7.49928020177523e-07,9.30804441624485e-06,5.80074172587542
"7997726","7997726","FOXF1","forkhead box F1",-1.14921916621246,8.94297503654592,-6.35848846581446,7.58911722888877e-07,9.3830866177048e-06,5.78896823018361
"7982000","7982000","SNORD116-26","small nucleolar RNA, C/D box 116-26",-1.08630817513387,8.22136213348072,-6.25668183187086,9.92618567026039e-07,1.1524157240602e-05,5.52357373698983
"7981998","7981998","SNORD116-25","small nucleolar RNA, C/D box 116-25",-1.04444525385393,7.62136303706965,-6.22634792201126,1.07547973251147e-06,1.22390104476542e-05,5.44432552881424
"8180348","8180348","XCL1","X-C motif chemokine ligand 1",-1.07177426212009,8.00184929993266,-6.22370813999992,1.08301411073756e-06,1.23101319206254e-05,5.43742538253596
"8138728","8138728","HOXA4","homeobox A4",-1.10216750214771,7.56745943041707,-6.08021864195153,1.58430644350936e-06,1.64889475109052e-05,5.06151372171703
"8008900","8008900","CA4","carbonic anhydrase 4",-1.07057363736931,8.54264091838413,-6.07984699237745,1.58587182347016e-06,1.64932964679715e-05,5.06053800230617
"8044143","8044143","ECRG4","ECRG4 augurin precursor",-1.3465963169408,8.8480849947708,-5.99142898951817,2.00652954401389e-06,1.97398009145186e-05,4.82812029745303
"7934434","7934434","MYOZ1","myozenin 1",-1.50393416610978,7.33455785059103,-5.75145822929609,3.81130649516624e-06,3.29077251497705e-05,4.19471563277821
"7957140","7957140","LGR5","leucine rich repeat containing G protein-coupled receptor 5",-1.02659959385425,6.4874718692224,-5.74592536140275,3.86828885601712e-06,3.32827989988231e-05,4.18007160199488
"7940333","7940333","MS4A15","membrane spanning 4-domains A15",-1.5662329139823,9.13357890563287,-5.684072419823,4.56696338883899e-06,3.80306864355636e-05,4.01625576283007
"8138363","8138363","SOSTDC1","sclerostin domain containing 1",-1.7480916567763,7.55770872249888,-5.66648080757123,4.78801026004878e-06,3.94938717174641e-05,3.96963027237584
"8008982","8008982","TBX4","T-box transcription factor 4",-1.04514373315599,9.57653515945169,-5.6097933410676,5.57645591259739e-06,4.44785798178481e-05,3.81928671221928
"8141228","8141228","TMEM130","transmembrane protein 130",-1.35483615428535,8.35137399566207,-5.59958380353227,5.73178985024953e-06,4.54526982166271e-05,3.79219453855604
"7914127","7914127","IFI6","interferon alpha inducible protein 6",-1.12878585443804,11.2630872795951,-5.5989825769,5.7410720690126e-06,4.54778309955997e-05,3.79059897837657
"8013341","8013341","MFAP4","microfibril associated protein 4",-1.02885263785447,11.6291089997944,-5.57370327463136,6.14537649554236e-06,4.80040741143643e-05,3.72349827736489
"8007420","8007420","AOC3","amine oxidase copper containing 3",-1.09143821646643,10.5994557296304,-5.57086867144494,6.19246487769642e-06,4.83193798518625e-05,3.71597257648184
"7932407","7932407","ST8SIA6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",-1.23700376092154,8.03811166111876,-5.50798438633921,7.33591552881177e-06,5.53340928342228e-05,3.54894041089789
"7944716","7944716",NA,NA,-1.01043610315189,6.23916538153397,-5.41541106543608,9.41768230585027e-06,6.8363812011104e-05,3.30280845471468
"8117368","8117368","H4C3","H4 clustered histone 3",-1.14558440583067,10.5154764112306,-5.41156122697553,9.51611066920944e-06,6.89912023447906e-05,3.29256723867223
"8027760","8027760","FXYD1","FXYD domain containing ion transport regulator 1",-1.03688468585041,9.08887477099565,-5.3408922324596,1.15184585918125e-05,8.03201084881046e-05,3.10451306879441
"8014316","8014316","CCL5","C-C motif chemokine ligand 5",-1.02190283754883,10.1313247270409,-5.30644383637551,1.26430699440705e-05,8.68844581908322e-05,3.01280681510099
"8121569","8121569","LINC02880","long intergenic non-protein coding RNA 2880",-1.03132907970683,6.99931966992907,-5.27905408415252,1.36155034001259e-05,9.23092596084953e-05,2.93987775595689
"8038809","8038809","NKG7","natural killer cell granule protein 7",-1.24596644354322,8.99403207644215,-5.24065140888288,1.51067955511663e-05,0.000100175304478391,2.83760861985161
"7915592","7915592","RNU5D-1","RNA, U5D small nuclear 1",-1.58894746070155,4.61111043940467,-5.15708480815391,1.8943512853395e-05,0.000120449064473279,2.61502261404597
"7896708","7896708",NA,NA,-1.29891861009702,8.46118304016568,-5.14071745056873,1.98025027051169e-05,0.000125245928000284,2.5714239755273
"8017619","8017619","PECAM1","platelet and endothelial cell adhesion molecule 1",-1.21248719938706,7.67536266088295,-5.03748239210708,2.61968034656384e-05,0.000157476644170481,2.29645257061088
"8174207","8174207","NXF3","nuclear RNA export factor 3",-1.04224191611879,7.22184908632505,-4.96079966267167,3.22521224489402e-05,0.00018624337322564,2.09227767098881
"7895803","7895803",NA,NA,-1.15631546981988,4.72487712316597,-4.95300726203043,3.2940980419993e-05,0.00018959228030814,2.07153547112268
"7982070","7982070","SNORD115-32","small nucleolar RNA, C/D box 115-32",-1.04940384455606,5.30371765321036,-4.9201201255992,3.60141691577808e-05,0.000203751880852109,1.98400963971715
"7903777","7903777","GSTM5","glutathione S-transferase mu 5",-1.02249493673673,9.59115945587966,-4.75173741124481,5.68566521970777e-05,0.000295926366839978,1.53639176605073
"8029784","8029784","HIF3A","hypoxia inducible factor 3 subunit alpha",-1.05473890775778,9.01960425392698,-4.6519025874812,7.45208613402761e-05,0.000368705108448808,1.27157248927319
"7996219","7996219","NDRG4","NDRG family member 4",-1.0081951687857,8.96385141383553,-4.64735291958879,7.54449129827519e-05,0.000372379716449551,1.25951716242329
"7908924","7908924","PRELP","proline and arginine rich end leucine rich repeat protein",-1.01515290973493,10.6495960538279,-4.59663087049573,8.65525485013056e-05,0.000416757045095231,1.12520472017644
"8079060","8079060","VIPR1","vasoactive intestinal peptide receptor 1",-1.34769719343375,10.3149538535189,-4.58553108754012,8.9192549581265e-05,0.000427321505043841,1.09583463371986
"8124531","8124531","H3C11","H3 clustered histone 11",-1.0717778436341,9.09198878277631,-4.54842773731273,9.86126572414152e-05,0.000463719850329089,0.99772105370961
"8116439","8116439","SCGB3A1","secretoglobin family 3A member 1",-1.14617411091361,10.0152800506652,-4.518323328063,0.000106977970827633,0.000496034162380343,0.918188989863951
"7894113","7894113",NA,NA,-1.14667517995483,4.56907109925449,-4.36179239134519,0.00016325069395208,0.00070952592203606,0.505881775659583
"7906443","7906443","FCER1A","Fc epsilon receptor Ia",-1.04792377966487,7.46704022598797,-4.34881976490829,0.000169059952769178,0.000728933163687236,0.471814922157153
"7939052","7939052","FIBIN","fin bud initiation factor homolog",-1.09397150900396,9.28230890972973,-4.34468001246546,0.000170956546583326,0.000735080658906451,0.460947345986203
"8016841","8016841","TMEM100","transmembrane protein 100",-1.33928952755939,9.48005712283521,-4.12730868701736,0.000306554720728991,0.00120415722995964,-0.10690642703206
"8045804","8045804",NA,NA,-1.01911738294911,10.3251559282524,-3.97898056618118,0.000455501372635807,0.00167397627944118,-0.49069320282828
"8088371","8088371","DNASE1L3","deoxyribonuclease 1 like 3",-1.29039771146764,6.94737290007703,-3.65940743388954,0.00105904753088225,0.00340213074741532,-1.30425175754392
"7919055","7919055","HMGCS2","3-hydroxy-3-methylglutaryl-CoA synthase 2",-1.04203259728817,7.55358988106414,-3.5927390764128,0.00126034045597474,0.00394573586881397,-1.4712304272079
"7896748","7896748",NA,NA,-1.48783996433019,8.02175732756901,-3.39627346718373,0.0020944297306118,0.00605577117644003,-1.95673466348485
"8013989","8013989","SLC6A4","solute carrier family 6 member 4",-1.14134312350254,9.73300868008307,-2.8835734136589,0.00754832538399805,0.0179266491646074,-3.16663726203186
"7918294","7918294","CFAP276","cilia and flagella associated protein 276",-1.08146228437609,8.15077035481909,-2.71908725951218,0.0112018223611937,0.0251822472908572,-3.53328956884871
"7940654","7940654","SCGB1A1","secretoglobin family 1A member 1",-1.10242476227375,12.5034537895655,-2.26544012571297,0.0315575097266386,0.0603520839998637,-4.47617831090179
