"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","small GTPase binding (GO:0031267)","14/175",6.53954623054475e-05,0.00260392840816236,0,0,3.71859103560802,35.8288391373017,"RANBP2;LRRK2;MYCBP2;MYO5A;GCC2;IQGAP1;IQGAP2;EPS8;GOLGA4;GOLGA5;DMXL2;TRIP11;DNM1L;RAPGEF6"
"12","cadherin binding (GO:0045296)","20/322",7.60815670156513e-05,0.00277697719607127,0,0,2.84916366653333,27.0206264080334,"USP8;DDX3X;IDH1;USO1;TWF1;IQGAP1;FNBP1L;BZW1;CKAP5;KTN1;ANLN;RSL1D1;SNX2;EIF5;SLK;CALD1;KIF5B;PKP2;DHX29;ZC3H15"
"13","adenyl ribonucleotide binding (GO:0032559)","19/306",0.000114839815065134,0.00386921838450221,0,0,2.8440299900448,25.8009613272627,"HSPA9;HSP90AA1;RRM1;DHX9;PNPLA8;TWF1;IRAK3;IDE;SMC4;HSPA13;SRPK1;PPIP5K2;DHX36;STK38L;MTREX;TOP1;ABCE1;TARS1;N4BP2"
"14","magnesium ion binding (GO:0000287)","12/146",0.000166556740183975,0.00521084658575578,0,0,3.81807446285058,33.2179141751423,"GEN1;TOP2A;WRN;IMPA1;OPA1;MTHFD2;IDH1;LRRK2;DHX36;STK38L;IRAK3;SRPK1"
"15","3'-5' DNA helicase activity (GO:0043138)","4/16",0.00042727638045838,0.0124764703093847,0,0,14.0539956803456,109.032015683694,"WRN;DHX9;RECQL;ASCC3"
"16","purine ribonucleoside triphosphate binding (GO:0035639)","23/460",0.000551632213049404,0.0151009318322274,0,0,2.26363205310574,16.9831915196892,"HSPA9;HSP90AA1;RRM1;DHX9;PNPLA8;LRRK2;TWF1;RAB27B;IRAK3;IDE;GNL2;SMC4;HSPA13;GNL3;SRPK1;PPIP5K2;DHX36;STK38L;MTREX;TOP1;ABCE1;TARS1;N4BP2"
"17","protein kinase binding (GO:0019901)","24/506",0.000881754947042459,0.0220214553758304,0,0,2.1413036351545,15.0610654932387,"TOP2A;NSF;EPHA4;TOP2B;HSP90AA1;PPP1R12A;ERCC6L2;CLTC;IRAK3;IQGAP1;KIF11;HIF1A;PJA2;TTN;DNAJC3;CCDC88A;TPX2;UFL1;IBTK;RB1CC1;TPR;PKP2;KIF20A;UTRN"
"18","telomeric DNA binding (GO:0042162)","5/33",0.000939687687872063,0.0220214553758304,0,0,7.53903834260977,52.5468181893632,"UPF2;SMG1;WRN;RAD50;NCL"
"19","actin binding (GO:0003779)","12/177",0.000955268612193555,0.0220214553758304,0,0,3.09578421578422,21.5265912305543,"EPS8;ANLN;CCDC88A;KIF18A;CALD1;MAP1B;LRRK2;TWF1;UTRN;IQGAP2;SYNE2;SYNE1"
"20","protein homodimerization activity (GO:0042803)","27/636",0.00218384829376944,0.0478262776335507,0,0,1.90680698611733,11.6823708386142,"TOP2A;LRRK2;IDE;SYNE1;EEA1;FXR1;DPP4;WRN;SLK;GOLGA5;SNX2;IMPA1;KYNU;TPR;AOX1;DNM1L;ECT2;GEN1;HSP90AA1;IDH1;IRAK3;CCDC88A;CENPF;EPRS1;FAP;HOOK1;KIF20B"
"21","RNA stem-loop binding (GO:0035613)","3/12",0.00237818083984284,0.0485289705090574,0,0,14.0258620689655,84.7361157181355,"DDX3X;EPRS1;DHX9"
"22","translation initiation factor activity (GO:0003743)","5/41",0.00254669361797574,0.0485289705090574,0,0,5.86129148629149,35.0092559710617,"EIF5B;EIF5;EIF2S2;EIF2S1;EIF3A"
"23","metal ion binding (GO:0046872)","23/517",0.00254832493540713,0.0485289705090574,0,0,1.99646660830871,11.9235355050497,"TOP2A;GEN1;POSTN;MCTP1;LRRK2;IDH1;PLA2G2A;ITPR2;IRAK3;IQGAP1;TTN;SRPK1;WRN;IMPA1;OPA1;MTHFD2;DHX36;CALU;SPARCL1;STK38L;DSG2;NUCB2;FBN1"
"24","epidermal growth factor receptor binding (GO:0005154)","4/26",0.00291827229551657,0.0532327403512264,0,0,7.66188886707245,44.7206334139394,"CCDC88A;FER;SNX2;AGR2"
"25","GTPase inhibitor activity (GO:0005095)","3/13",0.00303839842187365,0.0532327403512264,0,0,12.6226293103448,73.1661207842541,"IQGAP1;IQGAP2;IPO5"
"26","ATP hydrolysis activity (GO:0140603)","5/45",0.00384763922974102,0.064817922408714,0,0,5.27408008658009,29.3254438028451,"HSP90AA1;DDX3X;DHX9;ATP2B1;KIF20B"
"27","snoRNA binding (GO:0030515)","4/30",0.00497093527573679,0.0668864940149793,0,0,6.48180760923742,34.3804621502731,"NOP58;WDR3;HEATR1;DDX21"
"28","DNA binding (GO:0003677)","31/811",0.00513890851073804,0.0668864940149793,0,0,1.7094301340861,9.0102602070942,"TOP2A;EHF;GTF3C3;DDX3X;MCM8;DHX9;ZNF292;TSHZ2;ARID4A;SMC6;CHD2;HIF1A;HSPD1;WRN;BCLAF1;IFI16;DHX36;RBBP8;NBN;ZNF148;ZNF146;RFC1;CDC5L;SETX;RAD50;XRN1;SLTM;TOP1;ZNF654;CLOCK;ZNF675"
"29","RNA strand annealing activity (GO:0033592)","2/5",0.00519210227513538,0.0668864940149793,0,0,28,147.29726483286,"FXR1;DDX3X"
"30","annealing activity (GO:0097617)","2/5",0.00519210227513538,0.0668864940149793,0,0,28,147.29726483286,"FXR1;DDX3X"
"31","TPR domain binding (GO:0030911)","2/5",0.00519210227513538,0.0668864940149793,0,0,28,147.29726483286,"HSP90AA1;SRP72"
"32","cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication (GO:0086083)","2/5",0.00519210227513538,0.0668864940149793,0,0,28,147.29726483286,"PKP2;DSG2"
"33","Y-form DNA binding (GO:0000403)","2/5",0.00519210227513538,0.0668864940149793,0,0,28,147.29726483286,"WRN;RBBP8"
"34","cytoskeleton-nuclear membrane anchor activity (GO:0140444)","2/5",0.00519210227513538,0.0668864940149793,0,0,28,147.29726483286,"SYNE2;SYNE1"
"35","ribosomal small subunit binding (GO:0043024)","3/17",0.00674069139012329,0.0799677476528809,0,0,9.01431650246305,45.0679116949747,"DDX3X;DHX29;ABCE1"
"36","double-stranded RNA binding (GO:0003725)","6/73",0.0071495288727779,0.0799677476528809,0,0,3.781396704115,18.6827800341997,"FXR1;DDX3X;DHX9;CLTC;DHX36;HSPD1"
"37","protein serine/threonine kinase activity (GO:0004674)","16/344",0.00727049618618985,0.0799677476528809,0,0,2.07722675896382,10.228120689443,"PLK4;SMG1;ROCK1;ROCK2;LRRK2;IRAK3;SRPK1;TTN;SLK;TAOK3;CHEK1;CDK1;STK38L;RIOK1;TOP1;MAPK6"
"38","single-stranded DNA binding (GO:0003697)","7/97",0.00765864508096457,0.0799677476528809,0,0,3.28746376811594,16.0162611164808,"DHX9;MCM8;DHX36;RBBP8;SMC6;TOP1;HSPD1"
"39","arachidonate-CoA ligase activity (GO:0047676)","2/6",0.00766814018589269,0.0799677476528809,0,0,20.9989247311828,102.279067321024,"ACSL1;ACSL4"
"40","chromo shadow domain binding (GO:0070087)","2/6",0.00766814018589269,0.0799677476528809,0,0,20.9989247311828,102.279067321024,"NIPBL;ATRX"
"41","four-way junction helicase activity (GO:0009378)","2/6",0.00766814018589269,0.0799677476528809,0,0,20.9989247311828,102.279067321024,"WRN;RECQL"
"42","G-quadruplex RNA binding (GO:0002151)","2/6",0.00766814018589269,0.0799677476528809,0,0,20.9989247311828,102.279067321024,"XRN1;DHX36"
"43","aminoacyl-tRNA ligase activity (GO:0004812)","4/38",0.0115698579504979,0.115406002812535,0,0,4.95464362850972,22.0945000496431,"NARS1;EPRS1;IARS1;TARS1"
"44","growth factor receptor binding (GO:0070851)","7/105",0.0115932970861907,0.115406002812535,0,0,3.01785714285714,13.4515797020043,"CCDC88A;FGF7;FER;SNX2;PDGFD;AGR2;FRS2"
"45","protein tyrosine kinase activity (GO:0004713)","7/108",0.0133903689348264,0.130332924298977,0,0,2.92776582006027,12.6280968216441,"EPHA4;FER;TWF1;ROS1;MET;FRK;TTN"
"46","7SK snRNA binding (GO:0097322)","2/8",0.013877379587164,0.132136788242996,0,0,13.9978494623656,59.8757329376123,"DDX21;LARP7"
"47","DNA replication origin binding (GO:0003688)","3/23",0.0158331315348224,0.147551310898983,0,0,6.30808189655172,26.1511035110217,"DHX9;MCM8;HSPD1"
"48","transition metal ion binding (GO:0046914)","18/445",0.0175553260223591,0.15704541254323,0,0,1.79377539471008,7.25115388515451,"USP16;GALNT1;MYCBP2;IDE;MMP8;EEA1;ACE2;WRN;ZNF91;IMPA1;EPRS1;CHORDC1;AOX1;ABCE1;TARS1;ZNF675;SLU7;ZNF146"
"49","single-stranded DNA endodeoxyribonuclease activity (GO:0000014)","2/9",0.0175690073393112,0.15704541254323,0,0,11.9975422427035,48.4894931920047,"RAD50;RBBP8"
"50","protein kinase C binding (GO:0005080)","4/45",0.0205696402678806,0.17993733434959,0,0,4.10725385871569,15.9523237062451,"TOP2A;TOP2B;CCDC88A;PKP2"
"51","GTPase regulator activity (GO:0030695)","11/233",0.021460575281537,0.17993733434959,0,0,2.0983582266477,8.06092230918193,"RANBP2;ARHGAP11A;CCDC88A;EIF5;LRRK2;IQGAP1;IQGAP2;ECT2;DNM1L;IPO7;IPO5"
"52","protein binding involved in heterotypic cell-cell adhesion (GO:0086080)","2/10",0.0216254883099131,0.17993733434959,0,0,10.497311827957,40.2454616428019,"PKP2;DSG2"
"53","histone deacetylase binding (GO:0042826)","6/93",0.0217732390879641,0.17993733434959,0,0,2.90911810905827,11.1334091960136,"TOP2A;TOP2B;NIPBL;HSP90AA1;MIER3;DHX36"
"54","ubiquitin protein ligase binding (GO:0031625)","12/265",0.022388642772238,0.181596769152597,0,0,2.00981627068584,7.63569692558851,"SPART;HSPA9;HSP90AA1;HLTF;PSMD1;SMC6;DNM1L;HIF1A;ZNF675;BLZF1;LRPPRC;HSPD1"
"55","guanyl-nucleotide exchange factor activity (GO:0005085)","8/149",0.0239133655124169,0.190437347171611,0,0,2.39707041208919,8.94902551719483,"DOCK10;DOCK11;CCDC88A;DIS3;MYCBP2;ECT2;RAPGEF6;NUCB2"
"56","ubiquitin-dependent protein binding (GO:0140036)","2/11",0.0260278466605823,0.20000345328658,0,0,9.33046594982079,34.0430287925571,"USP15;IDE"
"57","dipeptidyl-peptidase activity (GO:0008239)","2/11",0.0260278466605823,0.20000345328658,0,0,9.33046594982079,34.0430287925571,"DPP4;FAP"
"58","GTPase activator activity (GO:0005096)","14/336",0.0270862847513787,0.20454815036386,0,0,1.84384297917267,6.65392737526038,"RANBP2;ARHGAP11A;DIS3;LRRK2;MYCBP2;IQGAP1;IQGAP2;DOCK10;CCDC88A;DOCK11;ECT2;DNM1L;RAPGEF6;NUCB2"
"59","ubiquitin-like protein ligase binding (GO:0044389)","12/282",0.0338885877974932,0.251579685683085,0,0,1.88161172161172,6.3686478501116,"SPART;HSPA9;HSP90AA1;HLTF;PSMD1;SMC6;DNM1L;HIF1A;ZNF675;BLZF1;LRPPRC;HSPD1"
"60","endopeptidase activity (GO:0004175)","13/315",0.0345848348349798,0.252423947317186,0,0,1.82340198967237,6.13454423638073,"USP8;USP47;USP15;USP16;MMP1;USP34;HP;IDE;MMP8;DPP4;ACE2;FAP;ADAMTS9"
"61","acid-thiol ligase activity (GO:0016878)","2/13",0.035797690296577,0.252423947317186,0,0,7.63323558162268,25.417696703768,"ACSM3;ACSL1"
"62","GDP-dissociation inhibitor activity (GO:0005092)","2/13",0.035797690296577,0.252423947317186,0,0,7.63323558162268,25.417696703768,"CCDC88A;EIF5"
"63","cysteine-type endopeptidase activity (GO:0004197)","6/105",0.0365536313897174,0.252423947317186,0,0,2.55492013409584,8.4541661958779,"USP8;USP47;USP15;USP16;USP34;CFLAR"
"64","thiol-dependent deubiquitinase (GO:0004843)","6/106",0.0380165507957423,0.252423947317186,0,0,2.52924078091106,8.26994373284546,"USP8;USP47;USP15;USP16;USP34;BRCC3"
"65","RNA polymerase II complex binding (GO:0000993)","3/32",0.0380364852121787,0.252423947317186,0,0,4.34839476813317,14.2158132366988,"DHX9;CTR9;WDR43"
"66","beta-tubulin binding (GO:0048487)","3/32",0.0380364852121787,0.252423947317186,0,0,4.34839476813317,14.2158132366988,"SMC3;CCT5;LRPPRC"
"67","CoA-ligase activity (GO:0016405)","2/14",0.041130558291178,0.253778056164035,0,0,6.99677419354839,22.3267339000481,"ACSM3;ACSL1"
"68","L-glutamate transmembrane transporter activity (GO:0005313)","2/14",0.041130558291178,0.253778056164035,0,0,6.99677419354839,22.3267339000481,"SLC1A3;SLC7A11"
"69","RNA polymerase core enzyme binding (GO:0043175)","3/33",0.041137538784581,0.253778056164035,0,0,4.20323275862069,13.4118189288583,"DHX9;CTR9;WDR43"
"70","basal RNA polymerase II transcription machinery binding (GO:0001099)","3/33",0.041137538784581,0.253778056164035,0,0,4.20323275862069,13.4118189288583,"DHX9;CTR9;WDR43"
"71","DNA secondary structure binding (GO:0000217)","3/33",0.041137538784581,0.253778056164035,0,0,4.20323275862069,13.4118189288583,"GEN1;WRN;RBBP8"
"72","kinase binding (GO:0019900)","17/461",0.043771764143034,0.266278231870124,0,0,1.62418918918919,5.08170843852953,"NSF;PPP1R12A;ERCC6L2;CLTC;IRAK3;IQGAP1;KIF11;HIF1A;TTN;DNAJC3;TPX2;UFL1;IBTK;RB1CC1;TAX1BP1;KIF20A;UTRN"
"73","deubiquitinase activity (GO:0101005)","6/112",0.0475747622329895,0.285448573397937,0,0,2.38533949985675,7.26443901035986,"USP8;USP47;USP15;USP16;USP34;BRCC3"
"74","mRNA 3'-UTR binding (GO:0003730)","5/85",0.0487968154696235,0.287909390977462,0,0,2.63162878787879,7.94775637816017,"FXR1;RSL1D1;SECISBP2L;DHX36;CCT5"
"75","omega peptidase activity (GO:0008242)","6/113",0.0492995532495654,0.287909390977462,0,0,2.36292497009751,7.11202670600315,"USP8;USP47;USP15;USP16;USP34;BRCC3"
"76","nuclease activity (GO:0004518)","4/60",0.0514309310537955,0.289873122783219,0,0,3.00478247454489,8.91673861553176,"WRN;DIS3;DDX1;N4BP2"
"77","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769)","2/16",0.0526103345716204,0.289873122783219,0,0,5.99662058371736,17.6591043733658,"ATP6V1D;ATP6V1C1"
"78","nuclear import signal receptor activity (GO:0061608)","2/16",0.0526103345716204,0.289873122783219,0,0,5.99662058371736,17.6591043733658,"RANBP6;IPO5"
"79","proton-transporting ATPase activity, rotational mechanism (GO:0046961)","2/16",0.0526103345716204,0.289873122783219,0,0,5.99662058371736,17.6591043733658,"ATP6V1D;ATP6V1C1"
"80","zinc ion binding (GO:0008270)","13/336",0.0529448626088071,0.289873122783219,0,0,1.70299095757014,5.0042461411273,"USP16;MYCBP2;IDE;MMP8;EEA1;ACE2;ZNF91;EPRS1;CHORDC1;TARS1;SLU7;ZNF675;ZNF146"
"81","four-way junction DNA binding (GO:0000400)","2/17",0.0587262959546031,0.31755700775452,0,0,5.59655913978495,15.8655046273171,"GEN1;WRN"
"82","nuclear receptor binding (GO:0016922)","6/120",0.0624423444724512,0.329538877710449,0,0,2.21703390798036,6.14896934215423,"TMF1;NRIP1;JMJD1C;RNF6;TRIP12;HIF1A"
"83","nucleoside-triphosphatase activity (GO:0017111)","11/278",0.0627129585865246,0.329538877710449,0,0,1.74063670411985,4.82014884030146,"HSP90AA1;DDX3X;OPA1;DHX9;LRRK2;RAB27B;DHX29;ATP2B1;KIF20B;GNL2;DNM1L"
"84","phosphatidylinositol binding (GO:0035091)","5/92",0.0643031360208097,0.329538877710449,0,0,2.41901776384535,6.63814004259615,"EEA1;CCDC88A;SNX2;FCHO2;ITPR2"
"85","metallopeptidase activity (GO:0008237)","6/121",0.0644733225162362,0.329538877710449,0,0,2.19764217674243,6.02484425801203,"ACE2;MMP1;BRCC3;IDE;MMP8;ADAMTS9"
"86","DNA polymerase binding (GO:0070182)","2/18",0.0650732941210235,0.329538877710449,0,0,5.24650537634409,14.3347173188921,"FANCI;HSP90AA1"
"87","tau protein binding (GO:0048156)","3/40",0.0662087242888573,0.329538877710449,0,0,3.40680335507922,9.24927705030384,"HSP90AA1;ROCK1;ROCK2"
"88","regulatory RNA binding (GO:0061980)","3/40",0.0662087242888573,0.329538877710449,0,0,3.40680335507922,9.24927705030384,"TUT7;DHX9;DDX21"
"89","phosphatidic acid binding (GO:0070300)","2/19",0.0716372571991573,0.352551894980123,0,0,4.93763440860215,13.016295512656,"OPA1;RAPGEF6"
"90","tau-protein kinase activity (GO:0050321)","2/20",0.0784046420220614,0.366488504341935,0,0,4.66308243727599,11.8716116818333,"ROCK1;ROCK2"
"91","ubiquitin-like protein-specific protease activity (GO:0019783)","2/20",0.0784046420220614,0.366488504341935,0,0,4.66308243727599,11.8716116818333,"USP47;COPS2"
"92","endodeoxyribonuclease activity (GO:0004520)","2/20",0.0784046420220614,0.366488504341935,0,0,4.66308243727599,11.8716116818333,"RAD50;RBBP8"
"93","microtubule plus-end binding (GO:0051010)","2/20",0.0784046420220614,0.366488504341935,0,0,4.66308243727599,11.8716116818333,"KIF18A;DST"
"94","protein kinase inhibitor activity (GO:0004860)","3/43",0.0786527840368536,0.366488504341935,0,0,3.15080818965517,8.01159858850172,"DNAJC3;IBTK;TAOK3"
"95","cysteine-type peptidase activity (GO:0008234)","5/98",0.0795482297848985,0.366759206797743,0,0,2.2622538751571,5.7266508577537,"USP8;USP47;USP15;USP16;USP34"
"96","damaged DNA binding (GO:0003684)","3/44",0.0830115350765824,0.366977811925212,0,0,3.07380151387721,7.65000252670406,"RBBP8;SMC6;NBN"
"97","acetylation-dependent protein binding (GO:0140033)","2/21",0.0853624172085896,0.366977811925212,0,0,4.41743067345784,10.8706314216618,"PSME4;PHIP"
"98","lysine-acetylated histone binding (GO:0070577)","2/21",0.0853624172085896,0.366977811925212,0,0,4.41743067345784,10.8706314216618,"PSME4;PHIP"
"99","single-stranded RNA binding (GO:0003727)","3/45",0.0874716740602274,0.366977811925212,0,0,3.0004618226601,7.31044599248785,"FXR1;DDX3X;DHX9"
"100","chemokine activity (GO:0008009)","3/46",0.0920307294959781,0.366977811925212,0,0,2.93053327987169,6.99117614235165,"C5;CXCL8;CCL20"
"101","DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)","12/333",0.092102707206225,0.366977811925212,0,0,1.57847386258601,3.76442487802931,"ZNF33A;EHF;ZNF175;ZNF91;TFEC;ZNF845;CDC5L;ZNF841;CLOCK;HIF1A;ZNF267;ZNF33B"
"102","syntaxin-1 binding (GO:0017075)","2/22",0.0924980466864071,0.366977811925212,0,0,4.19634408602151,9.98968140576001,"NSF;LRRK2"
"103","telomerase RNA binding (GO:0070034)","2/22",0.0924980466864071,0.366977811925212,0,0,4.19634408602151,9.98968140576001,"XRN1;DHX36"
"104","poly(A) binding (GO:0008143)","2/22",0.0924980466864071,0.366977811925212,0,0,4.19634408602151,9.98968140576001,"DDX3X;DDX1"
"105","protein kinase A regulatory subunit binding (GO:0034237)","2/22",0.0924980466864071,0.366977811925212,0,0,4.19634408602151,9.98968140576001,"AKAP9;PJA2"
"106","disordered domain specific binding (GO:0097718)","2/23",0.0997994738144869,0.366977811925212,0,0,3.9963133640553,9.20987327925216,"HSP90AA1;CLTC"
"107","fibroblast growth factor receptor binding (GO:0005104)","2/23",0.0997994738144869,0.366977811925212,0,0,3.9963133640553,9.20987327925216,"FGF7;FRS2"
"108","pyrophosphate hydrolysis-driven proton transmembrane transporter activity (GO:0009678)","2/23",0.0997994738144869,0.366977811925212,0,0,3.9963133640553,9.20987327925216,"ATP6V1D;ATP6V1C1"
"109","ribosome binding (GO:0043022)","3/48",0.101435471956521,0.366977811925212,0,0,2.8,6.4073307954379,"SRP72;NAA15;EIF2S1"
"110","3'-5' exonuclease activity (GO:0008408)","3/48",0.101435471956521,0.366977811925212,0,0,2.8,6.4073307954379,"WRN;RAD50;DIS3"
"111","manganese ion binding (GO:0030145)","3/48",0.101435471956521,0.366977811925212,0,0,2.8,6.4073307954379,"WRN;IMPA1;GALNT1"
"112","amino acid transmembrane transporter activity (GO:0015171)","3/49",0.106276002046188,0.366977811925212,0,0,2.73898988005997,6.14003682437268,"SLC6A14;SLC7A11;SLC7A2"
"113","nuclear localization sequence binding (GO:0008139)","2/24",0.107255105842383,0.366977811925212,0,0,3.81446725317693,8.51597023387696,"RANBP6;IPO5"
"114","chemokine receptor binding (GO:0042379)","3/50",0.111205145861846,0.366977811925212,0,0,2.68057593543654,5.8875596805816,"C5;CXCL8;CCL20"
"115","7S RNA binding (GO:0008312)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"SRP72"
"116","sequence-specific single stranded DNA binding (GO:0098847)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"RAD50"
"117","ankyrin repeat binding (GO:0071532)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"KIF21A"
"118","apolipoprotein A-I binding (GO:0034186)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"HSPD1"
"119","type 2 fibroblast growth factor receptor binding (GO:0005111)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"FGF7"
"120","CCR3 chemokine receptor binding (GO:0031728)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"NARS1"
"121","chromatin insulator sequence binding (GO:0043035)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"ZFX"
"122","collagen binding involved in cell-matrix adhesion (GO:0098639)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"ITGA2"
"123","D-loop DNA binding (GO:0062037)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"WRN"
"124","glycerol channel activity (GO:0015254)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"AQP9"
"125","GPI-linked ephrin receptor activity (GO:0005004)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"EPHA4"
"126","isocitrate dehydrogenase activity (GO:0004448)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"IDH1"
"127","L-lactate dehydrogenase activity (GO:0004459)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"LDHB"
"128","L-lysine transmembrane transporter activity (GO:0015189)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"SLC7A2"
"129","L-ornithine transmembrane transporter activity (GO:0000064)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"SLC7A2"
"130","oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"DNAJC10"
"131","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor (GO:0016668)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"DLD"
"132","polyol transmembrane transporter activity (GO:0015166)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"AQP9"
"133","protein tyrosine kinase inhibitor activity (GO:0030292)","1/5",0.111433901794642,0.366977811925212,0,0,10.4769313304721,22.9897784375864,"IBTK"
"134","metalloendopeptidase activity (GO:0004222)","4/82",0.125198230799294,0.375960647099937,0,0,2.15484299717561,4.4774555008829,"MMP1;IDE;MMP8;ADAMTS9"
"135","exopeptidase activity (GO:0008238)","3/53",0.126497642707104,0.375960647099937,0,0,2.51935344827586,5.20884288027652,"DPP4;ACE2;FAP"
