"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"35","extracellular membrane-bounded organelle (GO:0065010)","1/56",0.208008402530611,0.447892051946901,0,0,4.4039911308204,6.91504471561902,"PRELP"
"36","cytoplasmic vesicle membrane (GO:0030659)","3/380",0.209419121059554,0.447892051946901,0,0,1.94363395225464,3.03871166720999,"CA4;PECAM1;CACNG4"
"37","extracellular vesicle (GO:1903561)","1/59",0.217855768580715,0.447892051946901,0,0,4.1755677039529,6.36323968350455,"PRELP"
"38","caveola (GO:0005901)","1/60",0.221111266151002,0.447892051946901,0,0,4.10458867300537,6.19419059044641,"FXYD1"
"39","transport vesicle membrane (GO:0030658)","1/60",0.221111266151002,0.447892051946901,0,0,4.10458867300537,6.19419059044641,"CA4"
"40","trans-Golgi network (GO:0005802)","2/239",0.261203722103363,0.505280212825584,0,0,2.05032036255665,2.75246206711844,"CA4;LGR5"
"41","cation channel complex (GO:0034703)","1/73",0.262234034504417,0.505280212825584,0,0,3.36128048780488,4.49913414177752,"CACNG4"
"42","plasma membrane raft (GO:0044853)","1/82",0.289439540302684,0.535361968098842,0,0,2.98644986449865,3.7026269588463,"FXYD1"
"43","lysosomal lumen (GO:0043202)","1/86",0.301210440426132,0.535361968098842,0,0,2.84533715925395,3.41425128686461,"PRELP"
"44","cell-cell junction (GO:0005911)","2/271",0.310376120791833,0.535361968098842,0,0,1.80347881958787,2.11001687935638,"PECAM1;FGFR4"
"45","platelet alpha granule (GO:0031091)","1/90",0.312788658405174,0.535361968098842,0,0,2.71690874212113,3.15766613459068,"PECAM1"
"46","secretory granule membrane (GO:0030667)","2/274",0.314963926675593,0.535361968098842,0,0,1.78331517792302,2.0602589697205,"CA4;PECAM1"
"47","cell projection membrane (GO:0031253)","1/92",0.318506487349944,0.535361968098842,0,0,2.65692843741624,3.03982486609709,"CA4"
"48","trans-Golgi network membrane (GO:0032588)","1/99",0.338151215154147,0.5496329018569,0,0,2.46627675460428,2.67409041665963,"LGR5"
"49","Golgi lumen (GO:0005796)","1/100",0.340911546721369,0.5496329018569,0,0,2.44124168514412,2.62709885646942,"PRELP"
"50","secretory granule lumen (GO:0034774)","2/316",0.378302120716785,0.59771735073252,0,0,1.54147990878352,1.4984142611283,"CLEC3B;RARRES2"
"51","bounding membrane of organelle (GO:0098588)","4/767",0.394550569990178,0.611166569200473,0,0,1.27106524876819,1.18210079821677,"CA4;PECAM1;ST8SIA6;CACNG4"
"52","mitochondrial outer membrane (GO:0005741)","1/126",0.408820028598248,0.619697678350296,0,0,1.93092682926829,1.72717590845175,"IFI27"
"53","organelle inner membrane (GO:0019866)","2/346",0.422093629206954,0.619697678350296,0,0,1.4048952052828,1.21176161936245,"IFI27;IFI6"
"54","mitochondrial matrix (GO:0005759)","2/348",0.424959628925489,0.619697678350296,0,0,1.39663169913652,1.19518308659643,"PRDX5;HMGCS2"
"55","postsynaptic density (GO:0014069)","1/138",0.437784074100158,0.619697678350296,0,0,1.76072636638775,1.45441187017833,"CACNG4"
"56","integral component of endoplasmic reticulum membrane (GO:0030176)","1/142",0.447123641341353,0.619697678350296,0,0,1.71043072132849,1.37676010157056,"WFS1"
"57","organelle outer membrane (GO:0031968)","1/142",0.447123641341353,0.619697678350296,0,0,1.71043072132849,1.37676010157056,"IFI27"
"58","intracellular organelle lumen (GO:0070013)","4/848",0.470136437488314,0.640358251061669,0,0,1.14421980922671,0.863579687085315,"PRDX5;WFS1;PRELP;HMGCS2"
"59","endocytic vesicle membrane (GO:0030666)","1/158",0.482973462884287,0.644422627951935,0,0,1.53487649526177,1.11707324262578,"CACNG4"
"60","vacuolar lumen (GO:0005775)","1/161",0.489434907305267,0.644422627951935,0,0,1.50586890243902,1.07594905878644,"PRELP"
"61","endocytic vesicle (GO:0030139)","1/189",0.546021620529947,0.707142754456817,0,0,1.27977426050856,0.774387189433024,"CACNG4"
"62","nuclear membrane (GO:0031965)","1/204",0.573739120365428,0.707207390694824,0,0,1.18430854259282,0.657978708695905,"IFI27"
"63","mitochondrial membrane (GO:0031966)","2/469",0.582937673913541,0.707207390694824,0,0,1.02836598197055,0.554983415592977,"IFI27;IFI6"
"64","Golgi membrane (GO:0000139)","2/472",0.586433472601287,0.707207390694824,0,0,1.02164433937484,0.545247546919488,"ST8SIA6;LGR5"
"65","integral component of organelle membrane (GO:0031301)","1/214",0.591281645584149,0.707207390694824,0,0,1.12813466162831,0.592792817730159,"WFS1"
"66","lysosome (GO:0005764)","2/477",0.5922124997415,0.707207390694824,0,0,1.01063027940221,0.529458850724823,"RAMP2;PRELP"
"67","lytic vacuole (GO:0000323)","1/219",0.599783483247509,0.707207390694824,0,0,1.10198030879391,0.563317512381441,"RAMP2"
"68","vesicle (GO:0031982)","1/226",0.611393252508364,0.710295102178835,0,0,1.06731707317073,0.525135909128559,"PRELP"
"69","early endosome (GO:0005769)","1/266",0.67162658072112,0.753411529678582,0,0,0.904371836171192,0.359987720248802,"AOC3"
"70","neuron projection (GO:0043005)","2/556",0.675693051560846,0.753411529678582,0,0,0.862994161429781,0.338307840045378,"WFS1;SLC6A4"
"71","dendrite (GO:0030425)","1/270",0.677116691230118,0.753411529678582,0,0,0.890742587723275,0.34731091721573,"WFS1"
"72","endoplasmic reticulum lumen (GO:0005788)","1/285",0.696908787256786,0.764663808240084,0,0,0.843052215733425,0.304426780269271,"WFS1"
"73","actin cytoskeleton (GO:0015629)","1/316",0.734092270719398,0.794428621737431,0,0,0.758885017421603,0.234586953092894,"MYOZ1"
"74","mitochondrial inner membrane (GO:0005743)","1/328",0.747242887948935,0.797732272269809,0,0,0.730588498545536,0.212867914588239,"IFI6"
"75","focal adhesion (GO:0005925)","1/387",0.803118439563606,0.840807396966449,0,0,0.617054214583597,0.135291036808281,"SLC6A4"
"76","cell-substrate junction (GO:0030055)","1/394",0.808878002144938,0.840807396966449,0,0,0.605846211133867,0.128504327785795,"SLC6A4"
"77","cytoskeleton (GO:0005856)","1/600",0.92060914197364,0.944521067739189,0,0,0.393297772710615,0.0325334805327591,"MYOZ1"
"78","nucleus (GO:0005634)","9/4484",0.997972450897556,0.999437726708522,0,0,0.41968292314661,0.000851791550836638,"PRDX5;LBH;NXF3;HEY1;FOXF1;H2AC20;S100A4;DNASE1L3;HOXA4"
"79","intracellular membrane-bounded organelle (GO:0043231)","10/5192",0.999437726708522,0.999437726708522,0,0,0.389520098549774,0.000219078344632811,"PRDX5;LBH;NXF3;HEY1;FOXF1;H2AC20;S100A4;DNASE1L3;DEPP1;HOXA4"
